fn,rmsd
Triple_cHW_tHS_GCC_rpr.pdb,1.85
Triple_cWW_tHW_UAA_rpr.pdb,1.85
Triple_cSW_cHW_UCC_rpr.pdb,1.85
Triple_tSW_cHS_UUA_rpr.pdb,1.85
Triple_cWW_tHW_AGA_rpr.pdb,1.85
Triple_tWW_tHW_GUU_rpr.pdb,1.85
Triple_tHW_tHH_ACA_rpr.pdb,1.85
Triple_cHW_tSW_UUC_rpr.pdb,1.85
Triple_tHW_tHH_UUC_rpr.pdb,1.85
Triple_cHW_cSW_GUA_rpr.pdb,1.85
Triple_tWW_tHW_CGU_rpr.pdb,1.86
Triple_cWW_tSH_CAC_rpr.pdb,1.86
Triple_cWW_tHH_GAU_rpr.pdb,1.86
Triple_tHW_tSH_UGG_rpr.pdb,1.86
Triple_cSW_cHW_GCC_rpr.pdb,1.86
Triple_tHW_cHW_UGG_rpr.pdb,1.86
Triple_cWW_tSW_UGC_exemplar_rpr.pdb,1.86
Triple_cHW_tSH_UAU_rpr.pdb,1.86
Triple_tWW_tSH_CUA_rpr.pdb,1.87
Triple_tSW_tHW_GAA_exemplar_rpr.pdb,1.87
Triple_tWW_tHH_CGA_rpr.pdb,1.87
Triple_cWW_cSW_UUA_rpr.pdb,1.87
Triple_cWW_tSW_CUC_rpr.pdb,1.87
Triple_cSW_cSW_AGG_rpr.pdb,1.87
Triple_tWW_tHW_UGG_rpr.pdb,1.87
Triple_tSH_tSH_UAA_rpr.pdb,1.87
Triple_tHW_tSW_GCC_rpr.pdb,1.87
Triple_tWW_tSW_UUC_rpr.pdb,1.88
Triple_cSW_cSW_UUA_rpr.pdb,1.88
Triple_tHW_tHH_GAC_rpr.pdb,1.88
Triple_cWW_tHH_UUC_rpr.pdb,1.88
Triple_tWW_tHH_UAA_rpr.pdb,1.88
Triple_cHW_tHS_CCU_rpr.pdb,1.88
Triple_tSW_tSW_GCC_rpr.pdb,1.88
Triple_tSW_tSW_AUG_rpr.pdb,1.88
Triple_cWW_tHH_GAG_rpr.pdb,1.88
Triple_tHW_tSH_GAU_rpr.pdb,1.88
Triple_tSH_tSH_GAU_rpr.pdb,1.89
Triple_tHW_tHW_GGU_rpr.pdb,1.89
Triple_cWW_tSW_CGA_rpr.pdb,1.89
Triple_tHW_tHW_GGC_rpr.pdb,1.89
Triple_cHW_tSH_GAU_rpr.pdb,1.89
Triple_cHW_tHS_UCC_rpr.pdb,1.89
Triple_cSW_cSW_GCG_rpr.pdb,1.89
Triple_cWW_tHH_GCU_rpr.pdb,1.89
Triple_tSW_tHH_AAU_rpr.pdb,1.89
Triple_cWW_tHH_AGA_rpr.pdb,1.89
Triple_cSW_cSW_UAG_rpr.pdb,1.9
Triple_cSW_tSH_UGA_exemplar_rpr.pdb,1.9
Triple_tWW_tSW_GCA_rpr.pdb,1.9
Triple_cHW_tHW_AUG_rpr.pdb,1.9
Triple_cWW_tSW_ACA_rpr.pdb,1.9
Triple_cWW_tHW_UGG_exemplar_rpr.pdb,1.9
Triple_cWW_tSH_UGA_exemplar_rpr.pdb,1.9
Triple_cSW_cHS_CCG_rpr.pdb,1.91
Triple_tSW_tSH_UGA_rpr.pdb,1.91
Triple_tHW_cHW_UUU_rpr.pdb,1.91
Triple_tHW_cHW_AUU_exemplar_rpr.pdb,1.91
Triple_cWW_cSW_AUA_exemplar_rpr.pdb,1.91
Triple_cSW_cSW_UGG_rpr.pdb,1.91
Triple_cWW_tHW_UCC_rpr.pdb,1.91
Triple_cSW_cSW_CUA_rpr.pdb,1.91
Triple_cWW_tHH_CGC_rpr.pdb,1.91
Triple_cSW_tSW_GGC_rpr.pdb,1.91
Triple_cSW_cHS_ACG_rpr.pdb,1.92
Triple_cWW_tHS_ACA_rpr.pdb,1.92
Triple_cSW_tHW_AAU_exemplar_rpr.pdb,1.92
Triple_tWW_tHS_GCU_rpr.pdb,1.92
Triple_cHW_cHH_GAG_rpr.pdb,1.92
Triple_cWW_tSW_CUA_rpr.pdb,1.92
Triple_tWW_tHS_CGG_exemplar_rpr.pdb,1.92
Triple_tSW_tSH_GUA_rpr.pdb,1.92
Triple_cHW_cHH_UAG_rpr.pdb,1.92
Triple_cHW_tHW_GGC_rpr.pdb,1.93
Triple_cWW_tSH_UGA_rpr.pdb,1.93
Triple_tHW_tHW_ACC_rpr.pdb,1.93
Triple_cSW_tsS_AAA_rpr.pdb,1.93
Triple_tHW_tSH_AUA_rpr.pdb,1.93
Triple_cWW_cSW_CAG_rpr.pdb,1.93
Triple_tWW_cHS_CUA_rpr.pdb,1.93
Triple_cWW_cSW_ACA_rpr.pdb,1.93
Triple_cHW_tHH_GCA_rpr.pdb,1.93
Triple_tSW_tHH_AAG_rpr.pdb,1.94
Triple_cHW_tHS_GAA_rpr.pdb,1.94
Triple_cHW_tSW_GUA_rpr.pdb,1.94
Triple_tWW_tHS_GCA_rpr.pdb,1.94
Triple_cHW_cHH_GGA_rpr.pdb,1.94
Triple_tHW_tHH_ACG_rpr.pdb,1.94
Triple_cSW_tHW_GUG_rpr.pdb,1.94
Triple_tWW_tSH_CCC_rpr.pdb,1.94
Triple_tWW_tSH_CGA_rpr.pdb,1.94
Triple_cHW_cSW_GAA_rpr.pdb,1.94
Triple_tSW_tsS_GCG_rpr.pdb,1.94
Triple_tSW_tHW_AUU_rpr.pdb,1.94
Triple_cSW_cSW_AGA_rpr.pdb,1.94
Triple_cWW_tHS_UAA_rpr.pdb,1.94
Triple_cWW_cSW_CGA_exemplar_rpr.pdb,1.94
Triple_tSW_cHH_GAG_rpr.pdb,1.94
Triple_tWW_cHW_UUU_rpr.pdb,1.94
Triple_cSW_cSW_UGA_rpr.pdb,1.94
Triple_tWW_tHH_ACA_rpr.pdb,1.94
Triple_cWW_cSW_UAA_rpr.pdb,1.95
Triple_cWW_tHS_UAC_rpr.pdb,1.95
Triple_cWW_tSH_AGU_rpr.pdb,1.95
Triple_cHW_tSW_UUG_rpr.pdb,1.95
Triple_cSW_cHW_ACC_rpr.pdb,1.95
Triple_cWW_tSW_GAA_rpr.pdb,1.96
Triple_cHW_tHH_CCG_rpr.pdb,1.96
Triple_tWW_cSW_GCA_rpr.pdb,1.96
Triple_cHW_tHH_GGG_rpr.pdb,1.96
Triple_tWW_tSH_UCC_rpr.pdb,1.96
Triple_cSW_tSH_CGG_rpr.pdb,1.96
Triple_tWW_tSW_GUC_rpr.pdb,1.96
Triple_tSW_cHH_UAG_rpr.pdb,1.96
Triple_tWW_cSW_AUG_rpr.pdb,1.96
Triple_cSW_cHS_UCG_rpr.pdb,1.96
Triple_tWW_tSH_UAA_rpr.pdb,1.96
Triple_cWW_cHH_UAG_rpr.pdb,1.96
Triple_cSW_tsS_UCA_rpr.pdb,1.96
Triple_tWW_cHW_UGA_rpr.pdb,1.97
Triple_cWW_tHW_GCC_rpr.pdb,1.97
Triple_cSW_tSW_CCG_rpr.pdb,1.97
Triple_cSW_tSW_GAA_rpr.pdb,1.97
Triple_cSW_cHW_CCC_rpr.pdb,1.97
Triple_cSW_cHS_GCG_rpr.pdb,1.97
Triple_cWW_tSW_AAA_rpr.pdb,1.97
Triple_cSW_cHW_CGG_rpr.pdb,1.97
Triple_cWW_tHW_UAA_exemplar_rpr.pdb,1.97
Triple_tSW_tSW_AUA_rpr.pdb,1.98
Triple_tWW_tHH_GCA_rpr.pdb,1.98
Triple_cWW_cHW_CUA_rpr.pdb,1.98
Triple_cHW_cSW_UUA_rpr.pdb,1.98
Triple_cSW_tSW_UCG_rpr.pdb,1.98
Triple_cSW_tsS_GCA_rpr.pdb,1.98
Triple_cHW_tHH_AGG_rpr.pdb,1.98
Triple_tHW_cSW_GUG_rpr.pdb,1.98
Triple_tWW_tHH_GUA_rpr.pdb,1.98
Triple_cWW_tSH_CGA_exemplar_rpr.pdb,1.99
Triple_cWW_tSH_UAU_rpr.pdb,1.99
Triple_tWW_tSW_AUG_rpr.pdb,1.99
Triple_cSW_tsS_GAA_rpr.pdb,1.99
Triple_tSH_tSW_ACC_rpr.pdb,1.99
Triple_tHW_tHW_GCC_rpr.pdb,1.99
Triple_tHW_tHS_CCU_rpr.pdb,1.99
Triple_cWW_tHW_GCC_exemplar_rpr.pdb,1.99
Triple_tSW_tHH_AAC_rpr.pdb,1.99
Triple_tHW_tSW_ACC_exemplar_rpr.pdb,1.99
Triple_cSW_tsS_UAA_rpr.pdb,2.0
Triple_tHW_cHW_GGA_rpr.pdb,2.0
Triple_cSW_cSW_GUA_rpr.pdb,2.0
Triple_cSW_tSH_AGG_rpr.pdb,2.0
Triple_cWW_tHW_UUU_rpr.pdb,2.0
Triple_cHW_tHS_CCC_rpr.pdb,2.0
Triple_tSW_tSH_GCA_rpr.pdb,2.0
Triple_cSW_tSH_UGG_rpr.pdb,2.0
Triple_tHW_tHH_GCG_rpr.pdb,2.0
Triple_cHW_tHS_GAC_rpr.pdb,2.0
Triple_cWW_tSW_UCC_rpr.pdb,2.0
Triple_cWW_tHW_GUU_rpr.pdb,2.01
Triple_cSW_tHW_AGA_rpr.pdb,2.01
Triple_tHW_tHH_GCA_rpr.pdb,2.01
Triple_cSW_cSH_UAU_rpr.pdb,2.01
Triple_cSW_tSW_GUC_rpr.pdb,2.01
Triple_cSW_tSH_GAC_rpr.pdb,2.01
Triple_cSW_tSW_ACG_rpr.pdb,2.01
Triple_cSW_cSW_AUA_rpr.pdb,2.01
Triple_cWW_tHW_AGC_rpr.pdb,2.01
Triple_tHW_tSH_CCC_rpr.pdb,2.01
Triple_tSW_tSW_CGU_rpr.pdb,2.02
Triple_tSW_tSH_AUA_rpr.pdb,2.02
Triple_tSW_tSH_CAU_rpr.pdb,2.02
Triple_cHW_tHW_UCC_rpr.pdb,2.02
Triple_cHW_tSH_AGG_rpr.pdb,2.02
Triple_tHW_cSW_UUG_rpr.pdb,2.02
Triple_cWW_tSW_AUA_exemplar_rpr.pdb,2.02
Triple_tSH_tSH_GAA_rpr.pdb,2.02
Triple_cWW_cHS_CCG_rpr.pdb,2.02
Triple_cWW_tHS_UAG_rpr.pdb,2.02
Triple_tSW_tHS_AUA_rpr.pdb,2.02
Triple_cSW_cHS_CCC_exemplar_rpr.pdb,2.02
Triple_tWW_cHW_UUC_rpr.pdb,2.02
Triple_cWW_tHS_UAG_exemplar_rpr.pdb,2.02
Triple_tSW_cHW_UUC_rpr.pdb,2.02
Triple_tSW_cHW_GUA_rpr.pdb,2.02
Triple_cSW_tsS_CCA_rpr.pdb,2.02
Triple_cWW_tSH_CCA_rpr.pdb,2.02
Triple_cSW_tsS_ACA_rpr.pdb,2.02
Triple_cHW_tSH_GAC_rpr.pdb,2.03
Triple_cSW_tSW_GCG_rpr.pdb,2.03
Triple_cWW_tHW_GAC_rpr.pdb,2.03
Triple_tHW_cSW_CCG_rpr.pdb,2.03
Triple_tWW_tSH_AUC_rpr.pdb,2.03
Triple_tHW_cHH_UGA_rpr.pdb,2.03
Triple_cHH_cSW_GGA_rpr.pdb,2.03
Triple_tHW_tHH_AAU_rpr.pdb,2.03
Triple_cHH_cSH_GGC_rpr.pdb,2.03
Triple_cHW_tHW_GUG_rpr.pdb,2.03
Triple_tSW_tSW_CGC_rpr.pdb,2.03
Triple_tWW_cHW_CGA_rpr.pdb,2.03
Triple_cWW_cSW_CUG_rpr.pdb,2.03
Triple_tSW_cSW_GUA_rpr.pdb,2.03
Triple_tWW_tHW_UAC_rpr.pdb,2.04
Triple_cSH_tSS_UAA_rpr.pdb,2.04
Triple_cWW_cSW_CGG_exemplar_rpr.pdb,2.04
Triple_cWW_tSH_CGG_rpr.pdb,2.04
Triple_tHW_cHS_AUA_rpr.pdb,2.04
Triple_cHW_cHS_AUA_rpr.pdb,2.04
Triple_cWW_tSW_CCG_rpr.pdb,2.04
Triple_cWW_tHW_UGU_exemplar_rpr.pdb,2.04
Triple_cWW_tsS_CCA_rpr.pdb,2.04
Triple_tSW_tsS_CUG_rpr.pdb,2.04
Triple_cSW_tHS_CCU_rpr.pdb,2.05
Triple_tSW_tHS_UUG_rpr.pdb,2.05
Triple_cSW_cHS_AUA_rpr.pdb,2.05
Triple_tSW_tHW_CAA_rpr.pdb,2.05
Triple_cWW_tSH_AGG_rpr.pdb,2.05
Triple_cHW_cSH_GAU_rpr.pdb,2.05
Triple_cSW_tHW_GGU_rpr.pdb,2.05
Triple_tHW_tHH_AAC_rpr.pdb,2.05
Triple_cSW_tSH_CGA_rpr.pdb,2.05
Triple_cWW_cSH_CGG_exemplar_rpr.pdb,2.05
Triple_tHW_cHW_AUC_rpr.pdb,2.06
Triple_tWW_cHS_CCG_rpr.pdb,2.06
Triple_cWW_cSH_UAU_rpr.pdb,2.06
Triple_cWW_tSW_AUG_rpr.pdb,2.06
Triple_cWW_tSW_UUA_rpr.pdb,2.06
Triple_tSH_tSH_AAU_rpr.pdb,2.06
Triple_tWW_tHH_CAC_rpr.pdb,2.07
Triple_cSW_tSW_AUG_rpr.pdb,2.07
Triple_tWW_tsS_UCA_rpr.pdb,2.07
Triple_tSW_tHH_CUA_rpr.pdb,2.07
Triple_tSW_tSW_CCC_rpr.pdb,2.07
Triple_cHW_tHH_AGC_rpr.pdb,2.07
Triple_tSW_tHW_UGC_rpr.pdb,2.07
Triple_cWW_tHW_CUU_exemplar_rpr.pdb,2.07
Triple_tSW_tSW_UCC_rpr.pdb,2.07
Triple_tHW_tHH_UGC_rpr.pdb,2.07
Triple_tSW_tHH_CAC_rpr.pdb,2.07
Triple_tHW_tHH_GUC_rpr.pdb,2.07
Triple_cWW_tHS_GCC_rpr.pdb,2.07
Triple_cWW_tSH_UAC_rpr.pdb,2.07
Triple_tHW_tSH_GUC_rpr.pdb,2.07
Triple_cSW_tHH_AGC_rpr.pdb,2.08
Triple_cSW_tSW_CCA_rpr.pdb,2.08
Triple_cWW_tSW_UGA_exemplar_rpr.pdb,2.08
Triple_cSW_cHW_UGG_rpr.pdb,2.08
Triple_cWW_tSW_UGC_rpr.pdb,2.08
Triple_cSW_tSH_CAC_exemplar_rpr.pdb,2.08
Triple_cWW_tSW_GCA_rpr.pdb,2.08
Triple_tSH_tSH_CAU_rpr.pdb,2.08
Triple_cWW_tSW_CGA_exemplar_rpr.pdb,2.08
Triple_cWW_cSW_UAA_exemplar_rpr.pdb,2.08
Triple_cSH_tSS_UAC_rpr.pdb,2.08
Triple_cHW_tHS_GAG_rpr.pdb,2.08
Triple_cWW_tHS_ACU_rpr.pdb,2.08
Triple_tWW_tHH_ACG_rpr.pdb,2.08
Triple_cWW_cSW_GUA_rpr.pdb,2.08
Triple_tSW_tsS_AUG_rpr.pdb,2.08
Triple_cHW_tSW_UCG_rpr.pdb,2.08
Triple_tWW_tHS_AUG_rpr.pdb,2.08
Triple_cWW_cSH_CAU_rpr.pdb,2.08
Triple_tWW_tHW_UGU_rpr.pdb,2.08
Triple_cHW_cSW_UCG_rpr.pdb,2.08
Triple_tSW_tSH_AAU_rpr.pdb,2.08
Triple_cWW_tHH_GAA_rpr.pdb,2.08
Triple_cWW_tHS_GCA_rpr.pdb,2.08
Triple_tSW_tHW_UAA_rpr.pdb,2.08
Triple_cSW_tSW_UUG_rpr.pdb,2.09
Triple_tSW_tSW_UGU_rpr.pdb,2.09
Triple_cHW_tHW_GAU_rpr.pdb,2.09
Triple_tHW_tSH_CCA_rpr.pdb,2.09
Triple_cHW_tHH_UCU_rpr.pdb,2.09
Triple_cWW_tHS_AGG_rpr.pdb,2.09
Triple_tHW_tHW_GUU_rpr.pdb,2.09
Triple_cHW_tHH_CCA_rpr.pdb,2.09
Triple_cWW_cHW_CUU_rpr.pdb,2.09
Triple_cSW_cHS_UUA_rpr.pdb,2.09
Triple_cSW_tHS_ACU_rpr.pdb,2.09
Triple_cHH_cSW_GGG_rpr.pdb,2.09
Triple_tSH_tSS_CAA_rpr.pdb,2.1
Triple_tWW_cHW_GUA_rpr.pdb,2.1
Triple_cWW_tSH_CAA_rpr.pdb,2.1
Triple_tSW_tSW_UGC_rpr.pdb,2.1
Triple_cSW_tSH_UGA_rpr.pdb,2.1
Triple_tWW_cHW_CUC_rpr.pdb,2.1
Triple_cWW_cSW_CCG_rpr.pdb,2.1
Triple_tWW_tsS_CCA_rpr.pdb,2.1
Triple_cWW_tHW_UAU_rpr.pdb,2.1
Triple_cHW_cSW_UUG_rpr.pdb,2.1
Triple_cWW_tHH_UGG_rpr.pdb,2.1
Triple_tWW_tHS_GCC_rpr.pdb,2.1
Triple_tWW_tSW_CGC_rpr.pdb,2.1
Triple_cSW_cHS_CUA_rpr.pdb,2.11
Triple_tHW_cHS_CCG_rpr.pdb,2.11
Triple_cSW_cHW_AUU_rpr.pdb,2.11
Triple_cWW_tHW_UGU_rpr.pdb,2.11
Triple_tSW_tSH_CAA_rpr.pdb,2.11
Triple_cWW_tSH_CUC_rpr.pdb,2.11
Triple_cSW_tSH_AGA_rpr.pdb,2.12
Triple_tWW_tHW_UAU_rpr.pdb,2.12
Triple_cSW_cHS_GUA_rpr.pdb,2.12
Triple_tHW_tSH_ACA_rpr.pdb,2.12
Triple_tHW_tSH_GGA_rpr.pdb,2.12
Triple_tSH_tSW_AUA_rpr.pdb,2.12
Triple_tHW_tSH_UUC_rpr.pdb,2.12
Triple_cSW_tSW_AUC_rpr.pdb,2.12
Triple_tHW_tHW_ACC_exemplar_rpr.pdb,2.12
Triple_tSH_tSH_AAA_rpr.pdb,2.12
Triple_tWW_cHS_UCG_rpr.pdb,2.12
Triple_cSW_tSW_ACA_rpr.pdb,2.12
Triple_cWW_cHW_CAG_rpr.pdb,2.12
Triple_cWW_tSW_UGA_rpr.pdb,2.12
Triple_tSW_tSW_GCU_rpr.pdb,2.12
Triple_cSW_tHW_CGG_rpr.pdb,2.13
Triple_cSW_cSW_CCA_rpr.pdb,2.13
Triple_tSW_tsS_ACG_rpr.pdb,2.13
Triple_tWW_tHW_UAU_exemplar_rpr.pdb,2.13
Triple_cSW_cSW_GGG_rpr.pdb,2.13
Triple_tSW_tHW_CGC_rpr.pdb,2.13
Triple_tWW_cHW_AUU_rpr.pdb,2.13
Triple_tWW_cSW_CCG_rpr.pdb,2.13
Triple_cWW_cSW_GCG_rpr.pdb,2.13
Triple_tWW_tsS_UCG_rpr.pdb,2.14
Triple_cSW_cHW_GUU_rpr.pdb,2.14
Triple_cHW_tSW_AGA_rpr.pdb,2.14
Triple_tWW_tSW_UCU_rpr.pdb,2.14
Triple_tSH_tSW_GUC_rpr.pdb,2.14
Triple_tWH_tSS_UAU_exemplar_rpr.pdb,2.14
Triple_tSW_tSH_GAU_rpr.pdb,2.14
Triple_cSW_tSW_CGC_rpr.pdb,2.14
Triple_tSW_tSW_AUU_rpr.pdb,2.14
Triple_cWW_tSW_CUG_rpr.pdb,2.14
Triple_cWW_tsS_CUA_exemplar_rpr.pdb,2.14
Triple_tHW_tHH_AAG_rpr.pdb,2.14
Triple_cWW_cSW_CAA_rpr.pdb,2.14
Triple_tWW_tSW_ACC_rpr.pdb,2.15
Triple_cWW_tSH_GCA_exemplar_rpr.pdb,2.15
Triple_cHW_tSH_GGU_rpr.pdb,2.15
Triple_cWW_tsS_UUA_exemplar_rpr.pdb,2.15
Triple_tWW_tSH_GGG_rpr.pdb,2.15
Triple_cHW_tSW_GGA_rpr.pdb,2.15
Triple_tWW_tHW_ACC_rpr.pdb,2.15
Triple_tWW_tHH_CAU_rpr.pdb,2.15
Triple_tSW_tsS_CGA_rpr.pdb,2.15
Triple_tWW_tSW_CGC_exemplar_rpr.pdb,2.15
Triple_cSW_tSW_GUG_rpr.pdb,2.15
Triple_cSW_cSW_ACA_rpr.pdb,2.15
Triple_tSW_tHH_AUC_rpr.pdb,2.15
Triple_tSW_cHS_CUA_rpr.pdb,2.15
Triple_cSW_cSW_AAG_rpr.pdb,2.15
Triple_cWW_cSW_AUG_exemplar_rpr.pdb,2.15
Triple_cWW_cSW_GCA_rpr.pdb,2.15
Triple_tSH_tSH_CAA_rpr.pdb,2.15
Triple_tSW_tHH_GAC_rpr.pdb,2.16
Triple_cWW_tHW_UAU_exemplar_rpr.pdb,2.16
Triple_cSW_tSW_AGC_rpr.pdb,2.16
Triple_cSW_cSW_CAG_rpr.pdb,2.16
Triple_cSW_tSW_UCA_rpr.pdb,2.16
Triple_cSW_cSW_UAA_rpr.pdb,2.16
Triple_tSH_tSS_GAA_rpr.pdb,2.16
Triple_tWW_cSW_UCG_rpr.pdb,2.16
Triple_cHW_cHS_UUA_rpr.pdb,2.17
Triple_tWW_tHS_CGG_rpr.pdb,2.17
Triple_tWW_tSW_GUA_rpr.pdb,2.17
Triple_cWW_tSH_CGA_rpr.pdb,2.17
Triple_tWW_tHW_AAA_rpr.pdb,2.17
Triple_tHW_tSH_GCA_rpr.pdb,2.17
Triple_tHW_tHW_UGG_rpr.pdb,2.17
Triple_tHW_tSS_AUA_exemplar_rpr.pdb,2.17
Triple_tSW_tHS_CUA_rpr.pdb,2.17
Triple_tWW_tSH_AUA_rpr.pdb,2.18
Triple_cWW_cHW_CGG_rpr.pdb,2.18
Triple_cHW_tHW_GCC_rpr.pdb,2.18
Triple_tWW_tSH_UGG_rpr.pdb,2.18
Triple_cHW_tHH_GAC_rpr.pdb,2.18
Triple_cWW_tSH_GAU_rpr.pdb,2.18
Triple_tWW_cHW_GGG_rpr.pdb,2.18
Triple_cHW_tSW_AUG_rpr.pdb,2.18
Triple_cWW_tHS_UAU_rpr.pdb,2.18
Triple_cSW_cSW_GGA_rpr.pdb,2.19
Triple_tSH_tSS_CAC_rpr.pdb,2.19
Triple_cWW_tSW_GCG_rpr.pdb,2.19
Triple_cWW_cSW_CGG_rpr.pdb,2.19
Triple_tWH_tSS_UAG_exemplar_rpr.pdb,2.19
Triple_cHW_tHS_GAU_rpr.pdb,2.19
Triple_tSH_tSS_UAA_rpr.pdb,2.2
Triple_tSW_tsS_UUG_rpr.pdb,2.2
Triple_cSW_tSW_GCA_rpr.pdb,2.2
Triple_tHW_tSW_CCG_rpr.pdb,2.2
Triple_cWW_tHH_UAC_rpr.pdb,2.2
Triple_cWW_tHS_ACC_rpr.pdb,2.2
Triple_tWW_tHS_CCU_rpr.pdb,2.2
Triple_tWW_cHW_AUA_rpr.pdb,2.2
Triple_tWW_tsS_CUG_rpr.pdb,2.2
Triple_tWW_tHH_AAU_rpr.pdb,2.21
Triple_tSW_cHW_CGC_rpr.pdb,2.21
Triple_tSH_tSS_AAA_rpr.pdb,2.21
Triple_cSW_cSH_AAU_rpr.pdb,2.21
Triple_tHW_tHS_CCC_rpr.pdb,2.21
Triple_tWW_tSW_UAA_rpr.pdb,2.21
Triple_tWW_cSW_GUG_rpr.pdb,2.21
Triple_tSW_tHH_GCA_rpr.pdb,2.21
Triple_tWW_cHH_AAG_rpr.pdb,2.21
Triple_cHW_tHH_UAC_rpr.pdb,2.21
Triple_tSW_tHW_GAA_rpr.pdb,2.21
Triple_tHW_tSW_GUA_rpr.pdb,2.22
Triple_cWW_cSW_CGA_rpr.pdb,2.22
Triple_tHW_tSW_UUG_rpr.pdb,2.22
Triple_tHW_tSW_GUG_rpr.pdb,2.22
Triple_tSW_tSH_AAA_rpr.pdb,2.22
Triple_cSW_cHW_AAU_exemplar_rpr.pdb,2.22
Triple_cWW_tHW_GAA_rpr.pdb,2.22
Triple_cSW_tHS_UCU_rpr.pdb,2.22
Triple_tSW_tsS_CCG_rpr.pdb,2.22
Triple_tWW_cSW_UUG_rpr.pdb,2.22
Triple_tWW_tSW_CGU_rpr.pdb,2.22
Triple_tWW_cHW_GUU_rpr.pdb,2.22
Triple_cSH_tSS_UAG_rpr.pdb,2.22
Triple_tSH_tSS_CAU_exemplar_rpr.pdb,2.22
Triple_cWW_tSW_CGC_rpr.pdb,2.23
Triple_cWW_cSW_GCA_exemplar_rpr.pdb,2.23
Triple_cHW_tSW_GCG_rpr.pdb,2.23
Triple_tSW_tSH_GAA_rpr.pdb,2.23
Triple_cWW_cSW_AUA_rpr.pdb,2.23
Triple_tSH_tSH_ACA_rpr.pdb,2.23
Triple_cSW_tHS_GCU_rpr.pdb,2.23
Triple_tHW_cHW_UUC_rpr.pdb,2.23
Triple_tHW_tSH_AAU_rpr.pdb,2.23
Triple_cSW_cSH_CAU_rpr.pdb,2.23
Triple_cSW_cHW_UUU_rpr.pdb,2.23
Triple_tHW_tsS_AUG_rpr.pdb,2.23
Triple_tSW_tsS_UGA_rpr.pdb,2.23
Triple_tWW_tSW_GCG_rpr.pdb,2.23
Triple_cHW_cHS_GUA_rpr.pdb,2.23
Triple_tSH_tSW_CCC_rpr.pdb,2.24
Triple_tHW_tHH_GAA_rpr.pdb,2.24
Triple_tSW_tsS_CUA_rpr.pdb,2.24
Triple_tWW_tHH_UUC_rpr.pdb,2.24
Triple_cSW_tSW_UCU_rpr.pdb,2.24
Triple_tHW_tSH_UGU_rpr.pdb,2.24
Triple_cHW_tHW_UUG_rpr.pdb,2.24
Triple_cWW_cSW_AUG_rpr.pdb,2.24
Triple_cSW_tSW_CUG_rpr.pdb,2.24
Triple_tSW_tsS_UCG_rpr.pdb,2.24
Triple_tWH_tSS_UAA_rpr.pdb,2.24
Triple_tHW_tHH_GGA_rpr.pdb,2.24
Triple_cWW_tSW_GCC_rpr.pdb,2.25
Triple_cWW_tSW_AUC_rpr.pdb,2.25
Triple_tHW_tHH_UUA_rpr.pdb,2.25
Triple_tHW_tSW_UUA_rpr.pdb,2.25
Triple_cWW_tSW_CGC_exemplar_rpr.pdb,2.25
Triple_tWW_tHW_GCC_rpr.pdb,2.25
Triple_tWW_tSW_CCU_rpr.pdb,2.25
Triple_tSH_tSS_GAC_rpr.pdb,2.25
Triple_cWW_tSW_GCC_exemplar_rpr.pdb,2.25
Triple_tWW_cHS_AUA_rpr.pdb,2.25
Triple_tSH_tSW_ACU_rpr.pdb,2.25
Triple_cSW_cSW_GUG_rpr.pdb,2.26
Triple_cHW_tSH_AGA_rpr.pdb,2.26
Triple_cSW_tSW_GCU_rpr.pdb,2.26
Triple_cSW_cSW_GCA_rpr.pdb,2.26
Triple_cHW_tSW_GAC_rpr.pdb,2.26
Triple_cHW_cSW_GGA_rpr.pdb,2.26
Triple_tWH_tSS_UAC_rpr.pdb,2.26
Triple_cHW_tSW_AUC_rpr.pdb,2.26
Triple_tSW_tHH_UGA_rpr.pdb,2.26
Triple_tSH_tSH_GGG_rpr.pdb,2.27
Triple_tWW_tHW_UUU_rpr.pdb,2.27
Triple_cWW_cHS_GCG_exemplar_rpr.pdb,2.27
Triple_tSH_tSS_GAA_exemplar_rpr.pdb,2.27
Triple_cWW_tSW_UAC_rpr.pdb,2.27
Triple_tSW_tHH_UAC_rpr.pdb,2.27
Triple_cSW_cHW_AGG_rpr.pdb,2.27
Triple_cWW_tHH_ACG_rpr.pdb,2.27
Triple_cWW_cHS_AUA_rpr.pdb,2.27
Triple_cSW_tHW_UGG_rpr.pdb,2.27
Triple_cSW_cHW_CUU_rpr.pdb,2.27
Triple_tWW_tHH_GCU_rpr.pdb,2.27
Triple_cWW_tsS_CAA_rpr.pdb,2.27
Triple_cHW_tSW_CCG_rpr.pdb,2.27
Triple_cWW_tSH_GCC_rpr.pdb,2.27
Triple_cSW_tSH_GUA_rpr.pdb,2.27
Triple_tWW_tSH_CAU_rpr.pdb,2.27
Triple_tWW_cSW_GCG_rpr.pdb,2.28
Triple_cWW_tSW_GCG_exemplar_rpr.pdb,2.28
Triple_tHW_tSW_CCA_rpr.pdb,2.28
Triple_tSW_tSW_CUU_rpr.pdb,2.28
Triple_cHW_cSW_GGG_rpr.pdb,2.28
Triple_tSW_tHH_ACA_rpr.pdb,2.28
Triple_cHW_cSW_GUC_rpr.pdb,2.28
Triple_tSW_cHW_CAU_rpr.pdb,2.28
