triple,instances,clashes,near,exists,contacts_bo,contacts_no_bk,contacts_rpr,clashscore_rpr,clashscore_no_bk,clashscore_bo,,,
tSW_tHH_UAG,0,9,0,1,2,3,4,90,109.76,0,,,
tSW_tHH_UAU,0,19,0,1,2,4,4,166.67,192.31,0,,,
tSW_tHH_UCA,0,8,0,1,2,4,4,82.47,101.27,0,,,
tSW_tHH_UCG,0,1,0,1,2,3,4,10.2,12.5,0,,,
tSW_tHH_UCU,0,0,0,1,2,0,2,0,0,0,,,
tSW_tHH_UGA,0,10,0,1,3,8,9,100,85.37,0,,,
tSW_tHH_UGC,0,0,0,1,3,3,4,0,0,0,,,
tSW_tHH_UGG,0,8,0,1,2,6,7,69.31,72.29,0,,,
tSW_tHH_UUA,0,0,0,1,2,3,3,0,0,0,,,
tSW_tHH_UUC,0,0,0,1,2,3,3,0,0,0,,,
tSW_tHS_AAA,0,65,0,1,2,1,1,58.82,83.33,0,,,
tSW_tHS_AAC,0,11,0,1,2,5,5,100,121.95,0,,,
tSW_tHS_AAG,0,73,0,1,3,5,5,77.67,70.59,0,,,
tSW_tHS_AAU,0,28,0,1,2,5,5,282.83,345.68,25.64,,,
tSW_tHS_ACA,0,43,0,1,2,2,2,400,341.46,0,,,
tSW_tHS_ACC,0,15,0,1,2,2,2,103.09,126.58,0,,,
tSW_tHS_ACU,0,51,0,1,2,6,2,0,0,0,,,
tSW_tHS_AUA,0,9,0,1,1,1,1,40.82,50,0,,,
tSW_tHS_AUG,0,10,0,1,2,3,3,40.4,49.38,0,,,
tSW_tHS_CAG,0,100,0,1,3,6,6,0,0,24.39,,,
tSW_tHS_CAU,0,105,0,1,2,7,7,84.21,103.9,162.16,,,
tSW_tHS_CCA,0,71,0,1,2,4,4,166.67,115.38,0,,,
tSW_tHS_CCC,0,51,0,1,2,5,6,127.66,157.89,0,,,
tSW_tHS_CCU,0,51,0,1,2,2,1,463.16,493.51,0,,,
tSW_tHS_CGG,0,14,0,1,3,5,5,137.25,130.95,23.81,,,
tSW_tHS_CUA,0,0,0,1,1,1,1,0,0,0,,,
tSW_tHS_GAA,0,81,0,1,3,7,7,9.9,12.05,23.26,,,
tSW_tHS_GAC,0,82,0,1,3,5,5,20,24.39,0,,,
tSW_tHS_GAG,0,89,0,1,4,9,9,9.8,11.9,68.18,,,
tSW_tHS_GAU,1,0,1,1,4,5,6,0,0,150,,,
tSW_tHS_GCA,0,42,0,1,3,5,5,90,109.76,0,,,
tSW_tHS_GCC,0,8,0,1,3,8,9,80.81,98.77,0,,,
tSW_tHS_GCU,0,15,0,1,3,7,8,142.86,175,0,,,
tSW_tHS_GUA,0,0,0,1,1,1,1,0,0,0,,,
tSW_tHS_GUG,1,0,0,1,2,2,3,0,0,0,,,
tSW_tHS_UAA,0,70,0,1,2,4,4,91.84,75,0,,,
tSW_tHS_UAC,0,61,0,1,2,4,3,73.68,90.91,0,,,
tSW_tHS_UAG,0,79,0,1,4,6,6,91.84,0,0,,,
tSW_tHS_UAU,0,97,0,1,3,4,4,178.95,64.94,27.78,,,
tSW_tHS_UCA,0,64,0,1,2,4,4,104.17,102.56,0,,,
tSW_tHS_UCC,0,40,0,1,2,4,4,180.85,210.53,0,,,
tSW_tHS_UCU,0,36,0,1,2,2,2,276.6,315.79,0,,,
tSW_tHS_UGG,0,13,0,1,3,7,7,108.91,108.43,0,,,
tSW_tHS_UUA,0,4,0,1,1,3,3,52.08,64.1,0,,,
tSW_tHS_UUG,0,1,0,1,2,2,2,0,0,0,,,
tSW_tHW_AAA,0,1,0,1,3,4,4,9.8,11.9,0,,,
tSW_tHW_AAC,0,6,0,1,4,4,4,50,60.98,0,,,
tSW_tHW_AAU,0,1,0,1,3,3,3,0,0,0,,,
tSW_tHW_ACC,0,13,0,1,2,2,2,72.16,88.61,0,,,
tSW_tHW_AUG,0,13,0,1,3,4,4,40.4,49.38,0,,,
tSW_tHW_AUU,0,7,0,1,2,3,3,21.05,25.97,0,,,
tSW_tHW_CAA,0,29,0,1,3,3,4,91.84,50,0,,,
tSW_tHW_CAC,0,54,0,1,4,5,6,41.67,25.32,26.32,,,
tSW_tHW_CAU,0,4,0,1,3,6,6,30.93,37.97,0,,,
tSW_tHW_CCC,0,1,0,1,2,5,5,10.42,12.82,0,,,
tSW_tHW_CGA,0,0,0,1,3,4,4,0,0,0,,,
tSW_tHW_CGC,0,4,0,1,3,5,5,40.4,37.04,0,,,
tSW_tHW_CGG,0,0,0,1,5,6,6,0,0,0,,,
tSW_tHW_CGU,0,0,0,1,3,5,5,0,0,26.32,,,
tSW_tHW_CUG,0,0,0,1,3,3,3,0,0,0,,,
tSW_tHW_CUU,0,0,0,1,2,2,2,0,0,0,,,
tSW_tHW_GAA,14,1,4,1,4,4,4,9.71,11.76,0,,,
tSW_tHW_GAC,0,55,0,1,5,5,6,49.5,36.14,24.39,,,
tSW_tHW_GAU,7,0,0,1,4,6,5,0,0,0,,,
tSW_tHW_GCC,1,0,0,1,3,6,6,0,0,0,,,
tSW_tHW_GUG,0,0,0,1,3,3,3,0,0,24.39,,,
tSW_tHW_GUU,0,0,0,1,2,2,2,0,0,0,,,
tSW_tHW_UAA,0,2,0,1,3,4,4,20.2,24.69,0,,,
tSW_tHW_UAC,0,31,0,1,4,4,4,309.28,316.46,0,,,
tSW_tHW_UAU,0,6,0,1,3,5,5,41.67,25.64,0,,,
tSW_tHW_UCC,0,3,0,1,2,2,2,21.05,12.99,0,,,
tSW_tHW_UGA,0,3,0,1,3,3,3,20,12.2,0,,,
tSW_tHW_UGC,0,0,0,1,3,5,5,0,0,0,,,
tSW_tHW_UGG,0,3,0,1,5,5,5,19.8,12.05,0,,,
tSW_tHW_UGU,0,0,0,1,3,5,5,0,0,0,,,
tSW_tHW_UUG,0,3,0,1,3,3,3,20.62,12.66,0,,,
tSW_tHW_UUU,0,4,0,1,2,2,2,43.01,53.33,0,,,
tSW_tSH_AAA,0,0,0,1,2,3,3,0,0,0,,,
tSW_tSH_AAC,0,0,0,1,2,2,2,0,0,0,,,
tSW_tSH_AAU,0,0,0,1,1,1,1,0,0,0,,,
tSW_tSH_ACA,0,0,0,1,2,2,2,0,0,0,,,
tSW_tSH_ACC,0,0,0,1,2,2,2,0,0,0,,,
tSW_tSH_AUA,0,4,0,1,2,4,4,30.3,37.04,25.64,,,
tSW_tSH_AUC,0,0,0,1,2,3,3,0,0,0,,,
tSW_tSH_CAA,0,0,0,1,2,3,3,0,0,0,,,
tSW_tSH_CAC,0,0,0,1,2,3,3,0,0,0,,,
tSW_tSH_CAU,0,0,0,1,1,2,2,0,0,0,,,
tSW_tSH_CCA,0,0,0,1,2,2,2,0,0,0,,,
tSW_tSH_CCC,0,14,0,1,2,2,2,135.42,115.38,0,,,
tSW_tSH_CGA,0,1,0,1,4,5,5,0,0,0,,,
tSW_tSH_CGG,0,0,0,1,3,4,5,0,0,23.81,,,
tSW_tSH_CGU,0,0,0,1,3,4,4,0,0,26.32,,,
tSW_tSH_CUA,0,4,0,1,2,4,4,30.93,37.97,27.03,,,
tSW_tSH_CUC,0,0,0,1,2,4,4,0,0,0,,,
tSW_tSH_GAA,0,0,0,1,3,4,4,0,0,0,,,
tSW_tSH_GAC,0,0,1,1,3,3,3,0,0,0,,,
tSW_tSH_GAU,0,0,0,1,2,2,2,0,0,0,,,
tSW_tSH_GCA,0,0,0,1,3,3,3,0,0,0,,,
tSW_tSH_GCC,0,14,0,1,3,3,3,131.31,111.11,0,,,
tSW_tSH_GUA,0,23,0,1,2,3,3,71.43,87.5,105.26,,,
tSW_tSH_GUC,0,34,0,1,0,0,0,62.5,64.1,0,,,
tSW_tSH_UAA,0,0,0,1,2,2,2,0,0,0,,,
tSW_tSH_UAC,0,0,0,1,2,2,2,0,0,0,,,
tSW_tSH_UAU,0,0,0,1,1,1,1,0,0,0,,,
tSW_tSH_UCA,0,0,0,1,2,2,2,0,0,0,,,
tSW_tSH_UCC,0,14,0,1,2,2,2,136.84,116.88,0,,,
tSW_tSH_UGA,0,1,0,1,4,6,6,0,0,0,,,
tSW_tSH_UGG,0,0,0,1,3,4,4,0,0,0,,,
tSW_tSH_UGU,0,0,0,1,3,4,4,0,0,0,,,
tSW_tSH_UUA,0,11,0,1,3,3,3,83.33,102.56,166.67,,,
tSW_tSH_UUC,0,8,0,1,2,0,3,74.47,92.11,205.88,,,
tSW_tSW_AAA,0,0,0,1,2,2,2,128.71,0,0,,,
tSW_tSW_AAC,0,1,0,1,2,2,2,0,0,0,,,
tSW_tSW_AAU,0,1,0,1,2,3,3,9.8,0,0,,,
tSW_tSW_ACA,0,0,0,1,2,2,2,0,0,0,,,
tSW_tSW_ACC,0,0,0,1,2,2,2,40.4,0,0,,,
tSW_tSW_ACG,0,0,0,1,3,4,4,51.55,0,0,,,
tSW_tSW_ACU,0,0,0,1,2,3,3,10.53,0,0,,,
tSW_tSW_AUA,0,0,0,1,2,3,3,10.87,0,0,,,
tSW_tSW_AUC,0,0,0,1,3,4,4,0,0,0,,,
tSW_tSW_AUG,0,9,0,1,4,5,5,0,60.98,100,,,
tSW_tSW_AUU,0,7,0,1,2,3,3,10.42,64.1,83.33,,,
tSW_tSW_CAA,0,0,0,1,,,,,,,,,
tSW_tSW_CAC,0,0,0,1,2,3,3,134.02,0,0,,,
tSW_tSW_CAU,0,4,0,1,2,4,4,0,0,0,,,
tSW_tSW_CCA,0,14,0,1,2,2,2,0,112.5,0,,,
tSW_tSW_CCC,0,0,0,1,2,2,2,0,0,0,,,
tSW_tSW_CCG,0,0,0,1,3,4,4,100,0,25.64,,,
tSW_tSW_CCU,0,0,0,1,2,2,2,0,0,0,,,
tSW_tSW_CGA,0,0,0,1,4,6,6,30.93,0,0,,,
tSW_tSW_CGC,0,0,0,1,4,6,6,83.33,0,0,,,
tSW_tSW_CGU,0,0,0,1,3,4,4,117.02,0,0,,,
tSW_tSW_CUA,0,1,0,1,2,4,4,21.28,0,0,,,
tSW_tSW_CUC,0,1,0,1,3,5,5,32.61,12.99,28.57,,,
tSW_tSW_CUG,0,1,0,1,4,6,6,0,12.5,26.32,,,
tSW_tSW_CUU,0,6,0,1,2,6,6,9.71,39.47,0,,,
tSW_tSW_GAA,0,0,0,1,3,3,3,0,0,0,,,
tSW_tSW_GAC,0,0,0,1,3,3,3,0,0,0,,,
tSW_tSW_GAU,4,0,0,1,3,4,6,40.4,0,0,,,
tSW_tSW_GCA,0,14,0,1,3,3,3,0,108.43,0,,,
tSW_tSW_GCC,0,0,2,1,3,3,3,19.8,0,0,,,
tSW_tSW_GCG,0,1,0,1,4,5,5,0,11.9,0,,,
tSW_tSW_GCU,0,0,0,1,4,4,4,0,0,0,,,
tSW_tSW_GUA,0,19,0,1,1,1,1,9.9,49.38,102.56,,,
tSW_tSW_GUC,0,23,0,1,1,1,1,0,63.29,81.08,,,
tSW_tSW_GUG,0,15,0,1,4,4,4,41.24,12.99,0,,,
tSW_tSW_GUU,0,53,0,1,2,2,2,0,0,0,,,
tSW_tSW_UAA,0,0,0,1,2,2,2,0,0,0,,,
tSW_tSW_UAC,0,0,0,1,2,2,2,19.23,0,0,,,
tSW_tSW_UAU,0,1,0,1,2,2,2,128.71,12.82,0,,,
tSW_tSW_UCA,0,14,0,1,2,2,2,127.45,113.92,0,,,
tSW_tSW_UCC,0,0,0,1,2,2,2,90.91,0,0,,,
tSW_tSW_UCG,0,0,0,1,3,4,4,326.73,0,26.32,,,
tSW_tSW_UCU,0,0,0,1,2,2,2,0,0,0,,,
tSW_tSW_UGA,0,17,0,1,4,6,6,10,97.56,0,,,
tSW_tSW_UGC,0,10,0,1,4,5,5,0,0,0,,,
tSW_tSW_UGU,0,4,0,1,3,4,4,0,12.66,0,,,
tSW_tSW_UUA,0,9,0,1,3,3,3,10,102.56,111.11,,,
tSW_tSW_UUC,0,12,0,1,3,0,3,0,144.74,205.88,,,
tSW_tSW_UUG,0,9,0,1,2,3,3,0,26.32,58.82,,,
tSW_tSW_UUU,0,25,0,1,2,2,2,61.86,40.54,93.75,,,
tSW_tSS_AAA,0,0,0,1,1,1,1,0,0,0,,,
tSW_tSS_AAG,0,1,0,1,1,2,2,0,11.76,0,,,
tSW_tSS_ACA,0,0,0,1,1,2,2,0,0,0,,,
tSW_tSS_ACG,0,0,0,1,2,2,2,0,0,0,,,
tSW_tSS_AUA,0,6,0,1,1,2,3,0,12.35,0,,,
tSW_tSS_AUG,0,0,0,1,2,3,3,0,0,0,,,
tSW_tSS_CAA,0,0,0,1,1,2,3,0,0,0,,,
tSW_tSS_CAG,0,2,0,1,1,4,4,0,24.1,0,,,
tSW_tSS_CCA,0,0,0,1,1,2,2,0,0,0,,,
tSW_tSS_CCG,0,0,0,1,2,2,2,0,0,0,,,
tSW_tSS_CGA,0,2,0,1,3,4,4,60,12.05,24.39,,,
tSW_tSS_CGG,0,1,0,1,4,5,5,62.5,0,0,,,
tSW_tSS_CUA,0,6,0,1,1,3,4,0,12.66,0,,,
tSW_tSS_CUG,0,0,0,1,2,5,5,0,0,0,,,
tSW_tSS_GAA,1,0,1,1,2,2,0,132.65,0,0,,,
tSW_tSS_GAG,0,2,0,1,2,4,4,0,23.26,0,,,
tSW_tSS_GCA,0,14,0,1,2,2,2,0,108.43,0,,,
tSW_tSS_GCG,0,14,0,1,3,3,3,0,107.14,0,,,
tSW_tSS_GUA,0,14,0,1,3,8,8,0,111.11,75,,,
tSW_tSS_GUG,0,32,0,1,4,6,6,0,397.59,146.34,,,
tSW_tSS_UAA,0,0,0,1,1,2,2,0,0,0,,,
tSW_tSS_UAG,0,1,0,1,1,3,3,10.53,12.2,0,,,
tSW_tSS_UCA,0,0,0,1,1,2,2,10.2,0,0,,,
tSW_tSS_UCG,0,0,0,1,2,2,2,31.91,0,0,,,
tSW_tSS_UGA,0,2,0,1,3,4,4,0,12.2,25,,,
tSW_tSS_UGG,0,1,0,1,4,5,5,0,0,0,,,
tSW_tSS_UUA,0,5,0,1,1,2,2,0,0,0,,,
tSW_tSS_UUG,0,6,0,1,3,5,5,0,75.95,0,,,
tWH_cSH_AAA,0,4,1,1,3,4,5,29.41,11.9,0,,,
tWH_cSH_AAC,1,4,1,1,3,3,3,30.3,36.59,0,,,
tWH_cSH_AAG,0,7,0,1,2,2,2,0,0,0,,,
tWH_cSH_AAU,0,0,0,1,2,2,2,0,0,0,,,
tWH_cSH_AGA,0,1,0,1,2,2,2,9.71,11.76,23.26,,,
tWH_cSH_AGC,0,1,0,1,1,1,2,0,0,0,,,
tWH_cSH_AGG,0,1,0,1,2,2,4,9.62,0,0,,,
tWH_cSH_AGU,0,0,0,1,2,2,2,0,0,0,,,
tWH_cSH_CAC,0,1,0,1,3,3,3,0,0,0,,,
tWH_cSH_CAU,0,0,0,1,2,2,2,0,0,0,,,
tWH_cSH_CCA,0,1,0,1,2,2,2,10.2,0,0,,,
tWH_cSH_CCC,0,3,0,1,2,2,2,31.25,38.46,55.56,,,
tWH_cSH_CCU,0,15,0,1,1,2,2,147.37,116.88,0,,,
tWH_cSH_CGA,0,1,0,1,2,2,2,9.9,12.05,24.39,,,
tWH_cSH_CGC,0,1,0,1,1,1,2,0,0,0,,,
tWH_cSH_CGG,0,1,0,1,2,2,4,9.8,0,0,,,
tWH_cSH_CGU,0,0,0,1,2,2,2,0,0,0,,,
tWH_cSH_GGA,0,1,0,1,4,4,4,9.62,11.63,22.73,,,
tWH_cSH_GGC,0,4,0,1,3,3,3,0,0,0,,,
tWH_cSH_GGG,0,3,0,1,4,5,8,38.1,0,0,,,
tWH_cSH_GGU,0,2,0,1,4,4,4,19.8,0,0,,,
tWH_cSH_GUA,0,0,0,1,3,4,4,0,0,0,,,
tWH_cSH_GUC,0,3,0,1,3,3,3,20.41,12.5,0,,,
tWH_cSH_GUU,0,3,0,1,2,2,2,20.62,12.66,0,,,
tWH_cSH_UAA,0,4,0,1,3,4,5,30.3,12.35,0,,,
tWH_cSH_UAC,1,1,0,1,3,3,5,10.42,12.66,0,,,
tWH_cSH_UAG,0,7,0,1,2,2,2,0,0,0,,,
tWH_cSH_UAU,0,0,0,1,2,2,2,0,0,0,,,
tWH_cSH_UGA,0,1,0,1,2,3,3,10,12.2,25,,,
tWH_cSH_UGC,0,4,0,1,1,2,2,30.61,0,0,,,
tWH_cSH_UGG,0,2,0,1,2,4,6,9.9,0,0,,,
tWH_cSH_UGU,0,2,0,1,2,3,3,20.62,0,0,,,
tWH_cSH_UUA,0,0,0,1,2,3,3,0,0,0,,,
tWH_cSH_UUC,0,3,0,1,2,0,2,21.28,13.16,0,,,
tWH_cSH_UUU,0,3,0,1,1,1,1,21.51,13.33,0,,,
tWH_cSS_AAA,1,0,0,1,2,2,3,0,0,0,,,
tWH_cSS_AAC,7,0,0,1,2,2,4,0,0,0,,,
tWH_cSS_AAG,1,0,0,1,3,3,4,0,0,0,,,
tWH_cSS_AAU,0,0,0,1,2,4,4,0,0,0,,,
tWH_cSS_AGA,0,0,0,1,1,3,3,0,0,0,,,
tWH_cSS_AGC,0,0,0,1,1,2,2,0,0,0,,,
tWH_cSS_AGG,0,0,0,1,1,2,4,0,0,0,,,
tWH_cSS_AGU,0,0,0,1,1,1,1,0,0,0,,,
tWH_cSS_CAA,0,5,0,1,2,2,2,10.1,0,0,,,
tWH_cSS_CAC,4,1,0,1,2,2,5,10.2,12.5,0,,,
tWH_cSS_CAG,0,5,0,1,3,3,3,10,0,0,,,
tWH_cSS_CAU,1,0,0,1,2,4,5,0,0,0,,,
tWH_cSS_CCA,0,0,0,1,1,3,4,0,0,0,,,
tWH_cSS_CCC,0,0,0,1,1,3,3,0,0,0,,,
tWH_cSS_CCG,0,1,0,1,2,3,3,0,0,0,,,
tWH_cSS_CCU,0,0,0,1,1,3,4,0,0,0,,,
tWH_cSS_CGA,0,0,0,1,1,3,3,0,0,0,,,
tWH_cSS_CGC,0,0,0,1,1,2,3,0,0,0,,,
tWH_cSS_CGG,0,0,0,1,1,2,4,0,0,0,,,
tWH_cSS_CGU,0,0,0,1,1,1,1,0,0,0,,,
tWH_cSS_GGA,0,1,0,1,3,5,5,9.62,0,0,,,
tWH_cSS_GGC,0,1,0,1,3,6,6,9.8,11.9,0,,,
tWH_cSS_GGG,0,0,0,1,3,4,6,0,0,0,,,
tWH_cSS_GGU,0,0,0,1,3,3,3,0,0,0,,,
tWH_cSS_GUA,0,3,0,1,2,4,4,20,12.2,0,,,
tWH_cSS_GUC,0,1,0,1,2,3,3,10.2,12.5,0,,,
tWH_cSS_GUG,0,3,0,1,3,4,4,19.8,12.05,0,,,
tWH_cSS_GUU,0,3,0,1,2,2,2,20.62,12.66,0,,,
tWH_cSS_UAA,1,1,0,1,2,2,5,0,0,0,,,
tWH_cSS_UAC,12,1,1,1,2,2,5,10.31,12.66,0,,,
tWH_cSS_UAG,23,0,4,1,3,3,6,0,0,0,,,
tWH_cSS_UAU,1,0,0,1,2,5,6,0,0,0,,,
tWH_cSS_UGA,0,1,0,1,1,4,4,10,0,0,,,
tWH_cSS_UGC,0,0,0,1,1,4,4,0,0,0,,,
tWH_cSS_UGG,0,0,0,1,1,3,5,0,0,0,,,
tWH_cSS_UGU,0,0,0,1,1,2,2,0,0,0,,,
tWH_cSS_UUA,0,3,0,1,1,3,3,20.83,12.82,0,,,
tWH_cSS_UUC,0,1,0,1,1,2,2,10.64,13.16,0,,,
tWH_cSS_UUG,0,3,0,1,2,2,2,20.62,12.66,0,,,
tWH_cSS_UUU,0,3,0,1,1,1,1,21.51,13.33,0,,,
tWH_cSW_AAA,0,0,0,1,3,3,4,0,0,0,,,
tWH_cSW_AAC,0,0,0,1,3,4,4,0,0,0,,,
tWH_cSW_AAG,0,2,0,1,2,2,2,19.42,0,0,,,
tWH_cSW_AAU,0,0,0,1,3,4,4,0,0,0,,,
tWH_cSW_AGA,0,1,0,1,1,1,2,0,0,0,,,
tWH_cSW_AGC,0,1,0,1,2,2,3,0,0,0,,,
tWH_cSW_AGG,0,0,0,1,2,2,2,0,0,0,,,
tWH_cSW_AGU,0,1,0,1,3,3,3,0,0,0,,,
tWH_cSW_CAA,0,0,0,1,3,3,4,0,0,0,,,
tWH_cSW_CAC,0,0,0,1,3,3,4,0,0,0,,,
tWH_cSW_CAG,0,2,0,1,2,2,2,19.8,0,0,,,
tWH_cSW_CAU,0,0,0,1,0,4,4,0,0,0,,,
tWH_cSW_CCA,0,0,0,1,2,3,3,0,0,0,,,
tWH_cSW_CCC,0,0,0,1,2,3,3,0,0,0,,,
tWH_cSW_CCG,0,14,0,1,3,3,3,131.31,111.11,0,,,
tWH_cSW_CCU,0,0,0,1,2,2,2,0,0,0,,,
tWH_cSW_CGA,0,1,0,1,1,1,2,0,0,0,,,
tWH_cSW_CGC,0,1,0,1,2,2,3,0,0,0,,,
tWH_cSW_CGG,0,0,0,1,2,2,2,0,0,0,,,
tWH_cSW_CGU,0,1,0,1,3,3,3,0,0,0,,,
tWH_cSW_GGA,0,4,0,1,3,3,3,0,0,0,,,
tWH_cSW_GGC,0,4,0,1,0,4,4,0,0,0,,,
tWH_cSW_GGG,0,2,0,1,4,4,4,19.05,0,0,,,
tWH_cSW_GGU,0,1,0,1,5,5,5,9.9,12.05,0,,,
tWH_cSW_GUA,0,3,0,1,3,3,3,20,12.2,0,,,
tWH_cSW_GUC,0,0,0,1,3,6,6,0,0,0,,,
tWH_cSW_GUG,0,1,0,1,4,4,5,9.9,0,0,,,
tWH_cSW_GUU,0,0,0,1,3,3,3,0,0,0,,,
tWH_cSW_UAA,2,3,0,1,3,3,5,0,0,0,,,
tWH_cSW_UAC,0,2,0,1,3,3,3,0,0,0,,,
tWH_cSW_UAG,0,2,0,1,2,2,2,20,0,0,,,
tWH_cSW_UAU,0,0,0,1,3,4,4,0,0,0,,,
tWH_cSW_UGA,0,4,0,1,1,2,2,30,0,0,,,
tWH_cSW_UGC,0,4,0,1,2,3,3,30.61,0,0,,,
tWH_cSW_UGG,0,2,0,1,2,3,3,19.8,0,0,,,
tWH_cSW_UGU,0,1,0,1,3,4,4,10.31,12.66,0,,,
tWH_cSW_UUA,0,3,0,1,2,2,2,20.83,12.82,0,,,
tWH_cSW_UUC,0,0,0,1,2,4,4,0,0,0,,,
tWH_cSW_UUG,0,1,0,1,3,3,4,10.31,0,0,,,
tWH_cSW_UUU,0,0,0,1,2,2,2,0,0,0,,,
tWH_tSH_AAA,0,0,0,1,3,3,3,0,0,0,,,
tWH_tSH_AAC,0,0,0,1,3,3,4,0,0,0,,,
tWH_tSH_AAU,0,0,0,1,2,2,2,0,0,0,,,
tWH_tSH_AGA,0,1,0,1,3,3,4,0,0,0,,,
tWH_tSH_AGG,0,0,0,1,2,2,2,0,0,0,,,
tWH_tSH_AGU,0,0,0,1,2,2,2,0,0,0,,,
tWH_tSH_CAA,0,0,0,1,3,3,3,0,0,0,,,
tWH_tSH_CAC,0,0,0,1,3,3,4,0,0,0,,,
tWH_tSH_CAU,0,0,0,1,2,2,2,0,0,0,,,
tWH_tSH_CCA,0,0,0,1,2,2,2,0,0,0,,,
tWH_tSH_CCC,0,14,0,1,2,2,2,135.42,115.38,0,,,
tWH_tSH_CGA,0,1,0,1,3,3,4,0,0,0,,,
tWH_tSH_CGG,0,0,0,1,2,2,2,0,0,0,,,
tWH_tSH_CGU,0,0,0,1,2,2,2,0,0,0,,,
tWH_tSH_GGA,0,4,0,1,5,5,5,0,0,0,,,
tWH_tSH_GGG,0,0,0,1,4,4,4,0,0,0,,,
tWH_tSH_GGU,0,0,0,1,4,4,4,0,0,0,,,
tWH_tSH_GUA,0,8,0,1,3,3,3,60,60.98,25,,,
tWH_tSH_GUC,0,0,0,1,3,3,3,0,0,0,,,
tWH_tSH_UAA,0,0,0,1,3,3,3,0,0,0,,,
tWH_tSH_UAC,0,2,0,1,3,3,3,0,0,0,,,
tWH_tSH_UAU,0,0,0,1,2,2,2,0,0,0,,,
tWH_tSH_UGA,0,4,0,1,3,4,4,30,0,0,,,
tWH_tSH_UGG,0,0,0,1,2,3,3,0,0,0,,,
tWH_tSH_UGU,0,0,0,1,2,3,3,0,0,0,,,
tWH_tSH_UUA,0,8,0,1,2,2,2,62.5,64.1,27.78,,,
tWH_tSH_UUC,0,0,0,1,2,0,2,0,0,0,,,
tWH_tSS_AAA,0,0,0,1,2,3,3,0,0,0,,,
tWH_tSS_AAC,1,0,0,1,2,3,3,0,0,0,,,
tWH_tSS_AAG,6,1,0,1,3,0,5,0,0,23.26,,,
tWH_tSS_AAU,1,3,0,1,2,3,4,10.1,0,0,,,
tWH_tSS_AGA,0,3,0,1,1,1,2,9.71,0,0,,,
tWH_tSS_AGC,0,0,0,1,2,2,2,0,0,0,,,
tWH_tSS_AGG,0,0,0,1,3,4,4,0,0,0,,,
tWH_tSS_AGU,0,0,0,1,2,3,3,0,0,0,,,
tWH_tSS_CAA,0,0,1,1,2,3,3,0,0,0,,,
tWH_tSS_CAC,1,0,0,1,2,3,4,0,0,0,,,
tWH_tSS_CAG,8,0,1,1,3,4,4,0,0,24.39,,,
tWH_tSS_CAU,0,1,0,1,2,3,3,0,0,0,,,
tWH_tSS_CGA,0,3,0,1,1,1,2,9.9,0,0,,,
tWH_tSS_CGC,0,0,0,1,2,2,2,0,0,0,,,
tWH_tSS_CGG,0,0,0,1,3,5,5,0,0,0,,,
tWH_tSS_CGU,0,0,0,1,2,3,3,0,0,0,,,
tWH_tSS_GGA,0,6,0,1,3,3,3,9.62,0,0,,,
tWH_tSS_GGC,0,0,0,1,4,4,4,0,0,0,,,
tWH_tSS_GGG,0,0,0,1,5,7,7,0,0,0,,,
tWH_tSS_GGU,0,0,0,1,4,5,5,0,0,0,,,
tWH_tSS_UAA,1,0,1,1,2,3,2,0,0,0,,,
tWH_tSS_UAC,4,0,1,1,2,3,3,0,0,0,,,
tWH_tSS_UAG,5,0,10,1,3,4,5,0,0,25,,,
tWH_tSS_UAU,2,1,2,1,2,3,3,10.42,12.82,0,,,
tWH_tSS_UGA,0,6,0,1,1,2,2,40,0,0,,,
tWH_tSS_UGC,0,0,0,1,2,3,3,0,0,0,,,
tWH_tSS_UGG,0,0,0,1,3,6,6,0,0,0,,,
tWH_tSS_UGU,0,0,0,1,2,4,4,0,0,0,,,
tWH_tSW_AAA,0,0,0,1,3,3,3,0,0,0,,,
tWH_tSW_AAC,0,0,0,1,3,3,3,0,0,0,,,
tWH_tSW_AAU,0,2,0,1,3,3,3,20.2,24.69,0,,,
tWH_tSW_AGA,0,0,0,1,3,4,4,0,0,0,,,
tWH_tSW_AGC,0,0,0,1,3,4,4,0,0,0,,,
tWH_tSW_AGU,0,0,0,1,2,2,2,0,0,0,,,
tWH_tSW_CAA,0,0,0,1,3,3,3,0,0,0,,,
tWH_tSW_CAC,0,0,0,1,3,3,3,0,0,0,,,
tWH_tSW_CAU,0,2,0,1,3,3,3,0,0,0,,,
tWH_tSW_CCA,0,14,0,1,2,2,2,132.65,112.5,0,,,
tWH_tSW_CCC,0,0,0,1,2,2,2,0,0,0,,,
tWH_tSW_CCG,0,0,0,1,3,4,4,0,0,0,,,
tWH_tSW_CCU,0,0,0,1,2,3,3,0,0,0,,,
tWH_tSW_CGA,1,1,0,1,3,4,3,9.9,12.05,0,,,
tWH_tSW_CGC,0,0,0,1,3,4,4,0,0,0,,,
tWH_tSW_CGU,0,0,0,1,2,2,2,0,0,0,,,
tWH_tSW_GGA,1,0,0,1,5,6,6,0,0,0,,,
tWH_tSW_GGC,0,1,0,1,5,6,6,9.8,11.9,0,,,
tWH_tSW_GGU,0,0,0,1,4,4,4,0,0,0,,,
tWH_tSW_GUA,0,0,0,1,3,3,3,0,0,0,,,
tWH_tSW_GUC,0,0,0,1,3,3,3,0,0,0,,,
