triple,instances,clashes,near,exists,contacts_bo,contacts_no_bk,contacts_rpr,clashscore_rpr,clashscore_no_bk,clashscore_bo,,,
cHW_tHS_UAU,0,12,0,1,3,2,2,104.17,128.21,27.78,,,
cHW_tHS_UCA,0,5,0,1,2,2,2,10.42,0,0,,,
cHW_tHS_UCC,0,13,0,1,2,2,2,136.84,116.88,0,,,
cHW_tHS_UCU,0,4,0,1,2,2,2,21.28,13.16,0,,,
cHW_tHS_UUA,0,0,0,1,1,1,1,0,0,0,,,
cHW_tHS_UUG,0,0,0,1,2,2,2,0,0,0,,,
cHW_tHW_AGA,0,0,0,1,3,3,4,0,0,0,,,
cHW_tHW_AGC,0,1,0,1,4,4,4,9.9,12.05,24.39,,,
cHW_tHW_AGG,0,0,0,1,5,5,6,0,0,0,,,
cHW_tHW_AGU,0,5,0,1,3,4,4,0,0,0,,,
cHW_tHW_AUG,0,1,0,1,4,4,4,10,12.2,25,,,
cHW_tHW_AUU,4,0,2,1,4,4,5,0,0,0,,,
cHW_tHW_CCC,0,0,0,1,2,2,3,0,0,0,,,
cHW_tHW_GAA,0,1,0,1,3,3,4,9.71,11.76,23.26,,,
cHW_tHW_GAC,0,1,0,1,3,3,4,9.9,12.05,24.39,,,
cHW_tHW_GAU,0,2,0,1,3,3,4,20,12.2,25,,,
cHW_tHW_GCC,0,0,0,1,2,2,4,0,0,0,,,
cHW_tHW_GGA,0,0,0,1,3,3,3,0,0,0,,,
cHW_tHW_GGC,0,0,0,1,3,3,3,0,0,0,,,
cHW_tHW_GGG,0,0,0,1,5,5,5,0,0,0,,,
cHW_tHW_GGU,0,4,0,1,3,4,4,39.6,0,0,,,
cHW_tHW_GUG,0,0,0,1,3,3,5,0,0,0,,,
cHW_tHW_GUU,0,0,0,1,2,2,4,0,0,0,,,
cHW_tHW_UAA,0,0,0,1,3,3,3,0,0,0,,,
cHW_tHW_UAC,0,0,0,1,3,3,3,0,0,0,,,
cHW_tHW_UAU,0,1,0,1,3,3,3,10.42,0,0,,,
cHW_tHW_UCC,0,1,0,1,2,2,3,10.53,0,0,,,
cHW_tHW_UUG,0,0,0,1,3,3,3,0,0,0,,,
cHW_tHW_UUU,0,0,0,1,2,2,2,0,0,0,,,
cHW_tSH_AGA,0,1,0,1,4,4,4,0,0,0,,,
cHW_tSH_AGG,0,0,0,1,3,0,4,0,0,0,,,
cHW_tSH_AGU,0,0,0,1,3,3,3,0,0,0,,,
cHW_tSH_AUA,0,7,0,1,3,3,3,50.51,49.38,25.64,,,
cHW_tSH_AUC,0,2,0,1,3,4,4,0,0,0,,,
cHW_tSH_CCA,0,13,0,1,2,3,3,20.41,25,0,,,
cHW_tSH_CCC,0,19,0,1,2,2,2,145.83,128.21,0,,,
cHW_tSH_GAA,0,2,0,1,2,2,2,9.71,11.76,23.26,,,
cHW_tSH_GAC,0,1,0,1,2,2,3,9.9,12.05,24.39,,,
cHW_tSH_GAU,0,9,0,1,1,1,1,50.51,61.73,100,,,
cHW_tSH_GCA,0,30,0,1,2,3,3,148.51,60.24,121.95,,,
cHW_tSH_GCC,0,23,0,1,2,2,3,202.02,197.53,102.56,,,
cHW_tSH_GGA,0,1,0,1,4,4,5,0,0,0,,,
cHW_tSH_GGG,0,8,0,1,3,3,5,66.67,80.46,111.11,,,
cHW_tSH_GGU,0,3,0,1,3,3,3,29.7,36.14,73.17,,,
cHW_tSH_GUA,0,22,0,1,2,3,5,100,73.17,25,,,
cHW_tSH_GUC,0,8,0,1,2,4,5,81.63,100,0,,,
cHW_tSH_UAA,0,0,0,1,2,2,2,0,0,0,,,
cHW_tSH_UAC,0,0,0,1,2,2,2,0,0,0,,,
cHW_tSH_UAU,0,0,0,1,1,1,1,0,0,0,,,
cHW_tSH_UCA,0,1,0,1,2,2,2,0,0,0,,,
cHW_tSH_UCC,0,14,0,1,2,2,2,136.84,116.88,0,,,
cHW_tSH_UUA,0,7,0,1,2,2,2,52.08,51.28,27.78,,,
cHW_tSH_UUC,0,2,0,1,2,3,3,21.28,26.32,58.82,,,
cHW_tSW_AGA,0,0,0,1,4,4,4,0,0,0,,,
cHW_tSW_AGC,0,13,0,1,4,4,4,170,108.43,0,,,
cHW_tSW_AGU,0,0,0,1,3,3,3,20.62,0,0,,,
cHW_tSW_AUA,0,0,0,1,3,3,3,180,0,0,,,
cHW_tSW_AUC,0,2,0,1,3,3,3,164.95,25.32,0,,,
cHW_tSW_AUG,0,70,0,1,3,4,5,0,222.22,75,,,
cHW_tSW_AUU,0,40,0,1,3,6,8,0,423.08,0,,,
cHW_tSW_CCA,0,14,0,1,2,2,2,20.83,112.5,0,,,
cHW_tSW_CCC,0,11,0,1,2,2,2,134.02,128.21,166.67,,,
cHW_tSW_CCG,0,7,0,1,3,4,4,21.05,49.38,102.56,,,
cHW_tSW_CCU,0,31,0,1,2,4,4,0,246.75,0,,,
cHW_tSW_GAA,0,2,0,1,2,2,2,53.19,11.76,23.26,,,
cHW_tSW_GAC,0,1,0,1,2,2,3,0,12.05,24.39,,,
cHW_tSW_GAU,0,3,0,1,2,2,3,0,36.59,25,,,
cHW_tSW_GCA,0,0,0,1,2,2,2,41.24,0,0,,,
cHW_tSW_GCC,0,53,0,1,3,2,5,64.52,37.5,51.28,,,
cHW_tSW_GCG,0,2,0,1,2,3,3,9.71,23.81,47.62,,,
cHW_tSW_GCU,0,65,0,1,2,5,5,0,12.66,0,,,
cHW_tSW_GGA,0,0,0,1,4,4,5,20.41,0,0,,,
cHW_tSW_GGC,0,0,0,1,4,4,5,20,0,0,,,
cHW_tSW_GGU,0,1,0,1,3,3,4,142.86,0,0,,,
cHW_tSW_GUA,0,16,0,1,3,3,3,244.9,207.32,0,,,
cHW_tSW_GUC,0,48,0,1,3,3,4,9.71,25.32,0,,,
cHW_tSW_GUG,0,39,0,1,2,3,4,19.23,120.48,97.56,,,
cHW_tSW_GUU,0,16,0,1,2,4,4,130,202.53,81.08,,,
cHW_tSW_UAA,0,0,0,1,2,2,2,245.1,0,0,,,
cHW_tSW_UAC,0,0,0,1,2,2,2,9.71,0,0,,,
cHW_tSW_UAU,0,2,0,1,2,2,2,0,25.64,0,,,
cHW_tSW_UCA,0,14,0,1,2,2,2,40,113.92,0,,,
cHW_tSW_UCC,0,2,0,1,3,2,2,10,25.97,0,,,
cHW_tSW_UCG,0,1,0,1,3,4,4,0,0,0,,,
cHW_tSW_UCU,0,5,0,1,2,5,5,10,65.79,117.65,,,
cHW_tSW_UUA,0,0,0,1,2,2,2,134.02,0,0,,,
cHW_tSW_UUC,0,0,0,1,2,2,2,438.78,0,0,,,
cHW_tSW_UUG,0,5,0,1,2,4,5,20.83,50.63,108.11,,,
cHW_tSW_UUU,0,6,0,1,2,3,3,0,80,151.52,,,
cHW_tSS_AGA,0,2,0,1,3,3,3,0,11.76,23.26,,,
cHW_tSS_AGG,0,3,0,1,4,4,4,128.71,0,0,,,
cHW_tSS_AUA,0,8,0,1,2,2,2,0,12.5,0,,,
cHW_tSS_AUG,0,4,0,1,3,4,4,0,24.39,0,,,
cHW_tSS_CCA,0,17,0,1,1,2,2,20.62,125,0,,,
cHW_tSS_CCG,0,67,0,1,2,5,9,202.02,250,128.21,,,
cHW_tSS_GAA,0,1,0,1,1,4,5,364.58,11.76,23.26,,,
cHW_tSS_GAG,0,3,0,1,1,1,1,132.65,11.63,22.73,,,
cHW_tSS_GCA,0,19,0,1,1,2,2,104.17,109.76,0,,,
cHW_tSS_GCG,0,98,0,1,2,7,3,50.51,166.67,47.62,,,
cHW_tSS_GGA,0,7,0,1,3,3,4,200,11.76,22.73,,,
cHW_tSS_GGG,0,3,1,1,4,4,5,9.71,0,0,,,
cHW_tSS_GUA,0,6,0,1,1,1,2,9.9,12.2,0,,,
cHW_tSS_GUG,0,8,0,1,2,3,3,30,12.2,0,,,
cHW_tSS_UAA,0,0,0,1,1,2,2,0,0,0,,,
cHW_tSS_UAG,0,1,0,1,1,1,1,31.25,0,0,,,
cHW_tSS_UCA,0,14,0,1,1,1,1,19.61,113.92,0,,,
cHW_tSS_UCG,0,44,0,1,2,4,5,20.62,375,0,,,
cHW_tSS_UUA,0,4,0,1,1,1,1,0,12.82,0,,,
cHW_tSS_UUG,0,1,0,1,2,2,2,0,0,0,,,
cSH_cSH_AAA,0,2,0,1,2,3,4,9.8,0,0,,,
cSH_cSH_AAC,0,3,0,1,2,3,3,10,0,0,,,
cSH_cSH_AAG,0,6,0,1,1,2,2,9.8,0,0,,,
cSH_cSH_AAU,0,2,0,1,1,2,3,20.41,0,0,,,
cSH_cSH_ACA,0,1,0,1,2,3,4,10,0,0,,,
cSH_cSH_ACC,0,3,0,1,2,2,2,30.61,37.5,52.63,,,
cSH_cSH_ACU,0,0,0,1,1,1,1,0,0,0,,,
cSH_cSH_AGA,0,3,0,1,1,3,3,19.42,11.76,23.26,,,
cSH_cSH_AGC,0,2,0,1,0,2,2,9.9,0,0,,,
cSH_cSH_AGG,0,2,0,1,1,3,4,9.62,0,0,,,
cSH_cSH_AGU,0,2,0,1,1,3,4,10,0,0,,,
cSH_cSH_AUA,0,0,0,1,1,2,2,0,0,0,,,
cSH_cSH_AUC,0,3,0,1,1,1,1,20.62,12.66,0,,,
cSH_cSH_AUU,0,3,0,1,0,0,0,20.83,12.82,0,,,
cSH_cSH_CAA,0,0,0,1,2,2,2,0,0,0,,,
cSH_cSH_CAC,0,1,0,1,,,,,,,,,
cSH_cSH_CAG,0,1,0,1,1,1,2,0,0,0,,,
cSH_cSH_CAU,0,0,0,1,1,1,1,0,0,0,,,
cSH_cSH_CCA,0,7,0,1,2,3,5,71.43,75,52.63,,,
cSH_cSH_CCC,0,6,0,1,2,2,5,93.75,115.38,111.11,,,
cSH_cSH_CCU,0,6,0,1,1,1,3,63.16,77.92,57.14,,,
cSH_cSH_CUA,0,3,0,1,1,4,6,30.93,0,0,,,
cSH_cSH_CUC,0,0,0,1,1,1,2,0,0,0,,,
cSH_cSH_CUU,0,0,0,1,0,0,1,0,0,0,,,
cSH_cSH_GAA,0,3,0,1,2,5,7,29.13,11.76,23.26,,,
cSH_cSH_GAC,0,5,0,1,2,3,3,39.6,12.05,24.39,,,
cSH_cSH_GAG,0,2,0,1,1,2,4,9.62,11.63,22.73,,,
cSH_cSH_GAU,0,1,0,1,1,2,3,10.1,12.2,25,,,
cSH_cSH_GCA,0,1,0,1,1,3,3,9.9,0,0,,,
cSH_cSH_GCC,0,3,0,1,1,2,2,30.3,37.04,51.28,,,
cSH_cSH_GCU,0,15,0,1,0,2,2,142.86,112.5,0,,,
cSH_cSH_GGA,0,1,0,1,2,2,2,9.62,11.63,22.73,,,
cSH_cSH_GGC,0,0,0,1,1,1,1,0,0,0,,,
cSH_cSH_GGG,0,0,0,1,2,2,4,0,0,0,,,
cSH_cSH_GGU,0,0,0,1,2,2,2,9.9,0,0,,,
cSH_cSH_GUA,0,0,0,1,2,2,2,0,0,0,,,
cSH_cSH_GUC,0,1,0,1,2,2,4,0,0,0,,,
cSH_cSH_GUU,0,0,0,1,1,2,2,0,0,0,,,
cSH_cSH_UAA,0,4,0,1,2,4,5,30.3,12.35,0,,,
cSH_cSH_UAC,0,1,0,1,2,3,3,0,0,0,,,
cSH_cSH_UAG,0,7,0,1,1,2,2,0,0,0,,,
cSH_cSH_UAU,0,0,0,1,1,2,2,0,0,0,,,
cSH_cSH_UCA,0,1,0,1,2,3,4,10.42,0,0,,,
cSH_cSH_UCC,0,3,0,1,2,2,2,31.58,38.96,57.14,,,
cSH_cSH_UCU,0,0,0,1,1,1,1,0,0,0,,,
cSH_cSH_UUA,0,0,0,1,1,1,1,0,0,0,,,
cSH_cSH_UUC,0,0,0,1,1,1,2,0,0,0,,,
cSH_cSH_UUU,0,4,0,1,0,0,0,0,0,0,,,
cSH_cSS_AAA,0,5,0,1,1,2,2,9.9,0,0,,,
cSH_cSS_AAC,0,13,0,1,1,2,2,130,97.56,0,,,
cSH_cSS_AAG,0,0,0,1,2,4,4,0,0,0,,,
cSH_cSS_AAU,0,2,0,1,1,4,5,20.41,0,0,,,
cSH_cSS_ACA,0,0,2,1,1,1,1,0,0,0,,,
cSH_cSS_ACC,0,0,0,1,1,3,3,0,0,0,,,
cSH_cSS_ACG,0,3,0,1,2,2,2,9.9,0,0,,,
cSH_cSS_ACU,0,3,0,1,1,1,1,20.62,12.66,0,,,
cSH_cSS_AGA,0,2,0,1,0,4,4,9.8,0,0,,,
cSH_cSS_AGC,0,17,0,1,0,2,2,138.61,108.43,0,,,
cSH_cSS_AGG,0,2,0,1,0,3,5,9.62,0,0,,,
cSH_cSS_AGU,0,2,0,1,0,2,2,10,0,0,,,
cSH_cSS_AUA,0,3,0,1,0,2,2,20.2,12.35,0,,,
cSH_cSS_AUC,0,0,0,1,0,1,1,0,0,0,,,
cSH_cSS_AUG,0,3,0,1,1,2,1,20,12.2,0,,,
cSH_cSS_AUU,0,3,0,1,0,0,0,20.83,12.82,0,,,
cSH_cSS_CAA,0,5,0,1,1,1,1,10.1,0,0,,,
cSH_cSS_CAC,1,0,0,1,1,1,3,0,0,0,,,
cSH_cSS_CAG,0,0,0,1,2,4,5,0,0,0,,,
cSH_cSS_CAU,0,1,0,1,1,4,4,0,0,0,,,
cSH_cSS_CCA,1,0,0,1,1,3,5,0,0,52.63,,,
cSH_cSS_CCC,0,6,0,1,1,3,3,62.5,76.92,55.56,,,
cSH_cSS_CCG,0,7,0,1,2,6,8,70.71,86.42,51.28,,,
cSH_cSS_CCU,0,7,0,1,1,4,6,73.68,90.91,57.14,,,
cSH_cSS_CUA,0,0,0,1,0,2,3,0,0,0,,,
cSH_cSS_CUC,0,13,0,1,0,0,0,136.84,116.88,0,,,
cSH_cSS_CUG,0,0,0,1,1,1,1,0,0,0,,,
cSH_cSS_CUU,0,1,0,1,0,1,1,0,0,0,,,
cSH_cSS_GAA,0,1,0,1,1,3,5,9.71,11.76,23.26,,,
cSH_cSS_GAC,0,15,2,1,1,2,2,138.61,108.43,24.39,,,
cSH_cSS_GAG,0,7,0,1,2,3,5,9.71,11.76,22.73,,,
cSH_cSS_GAU,0,1,0,1,1,4,4,10,12.2,25,,,
cSH_cSS_GCA,0,0,0,1,0,3,3,0,0,0,,,
cSH_cSS_GCC,0,0,0,1,0,1,1,0,0,0,,,
cSH_cSS_GCG,0,1,0,1,1,3,3,0,0,0,,,
cSH_cSS_GCU,0,0,0,1,0,3,3,0,0,0,,,
cSH_cSS_GGA,0,0,0,1,1,3,3,0,0,0,,,
cSH_cSS_GGC,0,14,0,1,1,1,1,127.45,107.14,0,,,
cSH_cSS_GGG,0,0,0,1,1,3,3,0,0,0,,,
cSH_cSS_GGU,0,0,0,1,1,1,1,0,0,0,,,
cSH_cSS_GUA,3,0,0,1,1,1,3,0,0,0,,,
cSH_cSS_GUC,0,14,0,1,1,2,2,142.86,112.5,0,,,
cSH_cSS_GUG,0,0,0,1,2,2,2,0,0,0,,,
cSH_cSS_GUU,0,0,0,1,1,1,1,0,0,0,,,
cSH_cSS_UAA,0,5,0,1,1,2,2,10.2,0,0,,,
cSH_cSS_UAC,0,6,0,1,1,2,2,0,0,0,,,
cSH_cSS_UAG,0,5,0,1,2,3,3,10.1,0,0,,,
cSH_cSS_UAU,0,0,0,1,1,3,3,0,0,0,,,
cSH_cSS_UCA,2,0,3,1,1,1,4,0,0,0,,,
cSH_cSS_UCC,0,0,0,1,1,3,3,0,0,0,,,
cSH_cSS_UCG,0,1,0,1,2,2,2,0,0,0,,,
cSH_cSS_UCU,0,3,0,1,1,1,1,21.28,13.16,0,,,
cSH_cSS_UUA,0,0,0,1,0,2,2,0,0,0,,,
cSH_cSS_UUC,0,13,0,1,0,0,0,138.3,118.42,0,,,
cSH_cSS_UUG,0,0,0,1,1,3,3,0,0,0,,,
cSH_cSS_UUU,0,1,0,1,0,1,1,0,0,0,,,
cSH_cSW_AAA,0,0,0,1,2,3,3,0,0,0,,,
cSH_cSW_AAC,0,0,0,1,2,3,3,0,0,0,,,
cSH_cSW_AAG,0,2,0,1,1,2,2,19.42,0,0,,,
cSH_cSW_AAU,0,1,0,1,2,4,5,0,0,0,,,
cSH_cSW_ACA,0,0,0,1,2,2,2,0,0,0,,,
cSH_cSW_ACC,0,0,0,1,2,2,2,0,0,0,,,
cSH_cSW_ACG,0,0,0,1,3,3,3,0,0,0,,,
cSH_cSW_ACU,0,0,0,1,2,3,3,0,0,0,,,
cSH_cSW_AGA,0,2,0,1,0,2,2,9.71,0,0,,,
cSH_cSW_AGC,0,2,0,1,1,3,3,9.9,0,0,,,
cSH_cSW_AGG,0,2,0,1,1,3,4,9.62,0,0,,,
cSH_cSW_AGU,0,3,0,1,2,4,4,10.1,0,0,,,
cSH_cSW_AUA,0,3,0,1,1,1,1,20.2,12.35,0,,,
cSH_cSW_AUC,0,3,0,1,1,1,1,20.62,12.66,0,,,
cSH_cSW_AUG,0,1,0,1,2,2,3,10,0,0,,,
cSH_cSW_AUU,0,0,0,1,1,1,1,0,0,0,,,
cSH_cSW_CAA,0,0,0,1,2,2,2,0,0,0,,,
cSH_cSW_CAC,0,0,0,1,2,4,4,0,0,0,,,
cSH_cSW_CAG,0,2,0,1,1,1,1,19.8,0,0,,,
cSH_cSW_CAU,0,0,0,1,2,2,2,0,0,0,,,
cSH_cSW_CCA,0,6,0,1,2,2,2,61.22,75,52.63,,,
cSH_cSW_CCC,0,6,0,1,2,2,2,62.5,76.92,55.56,,,
cSH_cSW_CCG,0,6,0,1,3,3,5,60.61,74.07,51.28,,,
cSH_cSW_CCU,0,6,0,1,2,2,2,63.16,77.92,57.14,,,
cSH_cSW_CUA,0,0,0,1,1,1,1,0,0,0,,,
cSH_cSW_CUC,0,0,0,1,1,3,3,0,0,0,,,
cSH_cSW_CUG,0,1,0,1,2,2,3,10.2,0,0,,,
cSH_cSW_CUU,0,3,0,1,1,3,5,31.91,0,0,,,
cSH_cSW_GAA,0,1,0,1,2,4,5,9.8,11.76,23.26,,,
cSH_cSW_GAC,0,1,0,1,2,5,6,10,12.05,24.39,,,
cSH_cSW_GAG,0,4,0,1,1,2,3,29.13,11.63,22.73,,,
cSH_cSW_GAU,0,1,0,1,2,4,5,10.1,12.2,25,,,
cSH_cSW_GCA,0,14,0,1,1,2,2,128.71,108.43,0,,,
cSH_cSW_GCC,0,14,0,1,1,2,2,131.31,111.11,0,,,
cSH_cSW_GCG,0,14,0,1,2,3,3,127.45,107.14,0,,,
cSH_cSW_GCU,0,0,0,1,1,3,3,0,0,0,,,
cSH_cSW_GGA,0,0,0,1,1,1,1,0,0,0,,,
cSH_cSW_GGC,0,0,0,1,2,2,2,0,0,0,,,
cSH_cSW_GGG,0,0,0,1,2,2,2,0,0,0,,,
cSH_cSW_GGU,0,1,0,1,3,3,3,10,12.05,0,,,
cSH_cSW_GUA,0,0,0,1,2,3,3,0,0,0,,,
cSH_cSW_GUC,0,0,0,1,2,3,3,0,0,0,,,
cSH_cSW_GUG,0,1,0,1,3,3,4,9.9,0,0,,,
cSH_cSW_GUU,0,0,0,1,2,3,4,0,0,0,,,
cSH_cSW_UAA,0,0,0,1,2,3,3,0,0,0,,,
cSH_cSW_UAC,0,0,0,1,2,3,3,0,0,0,,,
cSH_cSW_UAG,0,2,0,1,1,2,2,20,0,0,,,
cSH_cSW_UAU,0,0,0,1,2,3,3,0,0,0,,,
cSH_cSW_UCA,0,0,0,1,2,2,2,0,0,0,,,
cSH_cSW_UCC,0,0,0,1,2,2,2,0,0,0,,,
cSH_cSW_UCG,0,0,0,1,3,3,3,0,0,0,,,
cSH_cSW_UCU,0,0,0,1,2,3,3,0,0,0,,,
cSH_cSW_UUA,0,0,0,1,1,1,1,0,0,0,,,
cSH_cSW_UUC,0,0,0,1,1,3,3,0,0,0,,,
cSH_cSW_UUG,0,1,0,1,2,2,3,10.31,0,0,,,
cSH_cSW_UUU,0,0,0,1,1,2,2,0,0,0,,,
cSH_tSH_AAA,0,0,0,1,2,3,3,0,0,0,,,
cSH_tSH_AAC,0,0,0,1,2,3,3,0,0,0,,,
cSH_tSH_AAU,0,2,0,1,1,2,3,20.41,0,0,,,
cSH_tSH_ACA,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSH_ACC,0,1,0,1,2,2,2,10.2,0,0,,,
cSH_tSH_AGA,1,0,0,1,2,4,3,0,0,0,,,
cSH_tSH_AGG,0,2,0,1,1,3,3,9.71,0,0,,,
cSH_tSH_AGU,0,2,0,1,1,3,3,10.1,0,0,,,
cSH_tSH_AUA,0,8,0,1,1,1,1,60.61,61.73,25.64,,,
cSH_tSH_AUC,0,0,0,1,1,1,1,0,0,0,,,
cSH_tSH_CAA,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSH_CAC,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSH_CAU,0,0,0,1,1,1,1,0,0,0,,,
cSH_tSH_CCA,0,6,0,1,2,2,4,61.22,75,52.63,,,
cSH_tSH_CCC,0,6,0,1,2,2,2,62.5,76.92,55.56,,,
cSH_tSH_CUA,0,7,0,1,1,1,1,41.24,50.63,27.03,,,
cSH_tSH_CUC,0,0,0,1,1,1,1,0,0,0,,,
cSH_tSH_GAA,0,1,0,1,2,3,3,9.71,11.76,23.26,,,
cSH_tSH_GAC,0,1,0,1,2,3,4,10,12.05,24.39,,,
cSH_tSH_GAU,0,1,0,1,1,2,3,10.1,12.2,25,,,
cSH_tSH_GCA,0,0,0,1,1,2,2,0,0,0,,,
cSH_tSH_GCC,0,14,0,1,1,2,2,131.31,111.11,0,,,
cSH_tSH_GGA,0,0,0,1,3,3,3,0,0,0,,,
cSH_tSH_GGG,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSH_GGU,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSH_GUA,0,5,0,1,2,4,5,40,48.78,25,,,
cSH_tSH_GUC,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSH_UAA,0,0,0,1,2,3,3,0,0,0,,,
cSH_tSH_UAC,0,0,0,1,2,3,3,0,0,0,,,
cSH_tSH_UAU,0,0,0,1,1,2,2,0,0,0,,,
cSH_tSH_UCA,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSH_UCC,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSH_UUA,0,6,0,1,1,0,2,41.67,51.28,27.78,,,
cSH_tSH_UUC,0,0,0,1,1,1,1,0,0,0,,,
cSH_tSS_AAA,0,2,0,1,1,3,4,19.8,0,0,,,
cSH_tSS_AAC,0,2,0,1,1,3,4,20.2,0,0,,,
cSH_tSS_AAG,0,3,0,1,2,4,5,29.41,11.76,23.26,,,
cSH_tSS_AAU,0,3,0,1,1,3,4,20.41,0,0,,,
cSH_tSS_AGA,3,0,1,1,0,2,2,0,0,0,,,
cSH_tSS_AGC,0,2,0,1,1,3,3,10,0,0,,,
cSH_tSS_AGG,0,2,0,1,2,5,5,9.71,0,0,,,
cSH_tSS_AGU,0,2,0,1,1,4,4,10.1,0,0,,,
cSH_tSS_CAA,0,0,0,1,,,,,,,,,
cSH_tSS_CAC,0,0,0,1,1,2,2,0,0,0,,,
cSH_tSS_CAG,0,1,0,1,,,,,,,,,
cSH_tSS_CAU,0,1,0,1,1,2,2,0,0,0,,,
cSH_tSS_GAA,0,1,0,1,1,3,4,9.8,11.76,23.26,,,
cSH_tSS_GAC,0,1,0,1,1,3,4,10,12.05,24.39,,,
cSH_tSS_GAG,0,2,2,1,2,4,5,19.42,23.26,45.45,,,
cSH_tSS_GAU,0,2,0,1,1,3,4,10.1,12.2,25,,,
cSH_tSS_GGA,0,1,0,1,1,1,1,9.62,0,0,,,
cSH_tSS_GGC,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSS_GGG,0,0,0,1,3,5,5,0,0,0,,,
cSH_tSS_GGU,0,0,0,1,2,3,3,0,0,0,,,
cSH_tSS_UAA,0,0,0,1,1,3,3,0,0,0,,,
cSH_tSS_UAC,0,0,2,1,1,3,3,0,0,0,,,
cSH_tSS_UAG,0,1,1,1,2,4,4,10,12.2,25,,,
cSH_tSS_UAU,0,1,0,1,1,3,3,0,0,0,,,
cSH_tSW_AAA,0,2,0,1,2,3,4,19.8,0,0,,,
cSH_tSW_AAC,0,0,0,1,2,3,3,0,0,0,,,
cSH_tSW_AAU,0,4,0,1,2,3,4,20.62,0,0,,,
cSH_tSW_ACA,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSW_ACC,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSW_ACG,0,0,0,1,3,4,4,0,0,0,,,
cSH_tSW_ACU,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSW_AGA,0,2,0,1,2,4,4,9.71,0,0,,,
cSH_tSW_AGC,0,2,0,1,2,5,5,10,0,0,,,
cSH_tSW_AGU,0,2,0,1,1,3,3,10.1,0,25,,,
cSH_tSW_AUA,0,0,0,1,1,1,1,0,0,0,,,
cSH_tSW_AUC,0,0,0,1,1,1,1,0,0,0,,,
cSH_tSW_AUG,0,3,0,1,2,2,2,20,12.2,0,,,
cSH_tSW_AUU,0,4,0,1,1,1,1,31.25,38.46,0,,,
cSH_tSW_CAA,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSW_CAC,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSW_CAU,0,2,0,1,2,2,2,10.42,12.66,0,,,
cSH_tSW_CCA,0,6,0,1,2,2,4,61.22,75,52.63,,,
cSH_tSW_CCC,0,7,0,1,2,2,2,73.68,89.74,55.56,,,
cSH_tSW_CCG,0,6,0,1,3,4,4,60.61,74.07,51.28,,,
cSH_tSW_CCU,0,6,0,1,2,2,2,63.16,77.92,57.14,,,
cSH_tSW_CUA,0,3,0,1,1,2,4,30.93,0,0,,,
cSH_tSW_CUC,0,3,0,1,1,0,4,31.58,0,0,,,
cSH_tSW_CUG,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSW_CUU,0,8,0,1,1,2,4,63.83,39.47,0,,,
cSH_tSW_GAA,0,1,0,1,2,3,4,9.8,11.76,23.26,,,
cSH_tSW_GAC,0,1,0,1,2,3,3,9.9,12.05,24.39,,,
cSH_tSW_GAU,0,1,0,1,2,4,4,10,12.2,25,,,
cSH_tSW_GCA,0,14,0,1,1,2,2,128.71,108.43,0,,,
cSH_tSW_GCC,0,0,0,1,1,2,2,0,0,0,,,
cSH_tSW_GCG,0,1,0,1,2,4,4,0,0,23.81,,,
cSH_tSW_GCU,0,0,0,1,1,2,2,0,0,0,,,
cSH_tSW_GGA,0,0,0,1,3,3,3,0,0,0,,,
cSH_tSW_GGC,0,1,0,1,3,4,4,9.9,11.9,0,,,
cSH_tSW_GGU,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSW_GUA,0,0,0,1,2,2,3,0,0,0,,,
cSH_tSW_GUC,0,0,0,1,2,2,3,0,0,0,,,
cSH_tSW_GUG,0,0,0,1,3,3,3,0,0,0,,,
cSH_tSW_GUU,0,4,0,1,2,2,3,31.25,37.97,0,,,
cSH_tSW_UAA,0,0,0,1,2,3,3,0,0,0,,,
cSH_tSW_UAC,0,0,0,1,2,3,3,0,0,0,,,
cSH_tSW_UAU,0,1,0,1,2,4,4,0,0,0,,,
cSH_tSW_UCA,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSW_UCC,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSW_UCG,0,0,0,1,3,4,4,0,0,0,,,
cSH_tSW_UCU,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSW_UUA,0,0,0,1,1,1,1,0,0,0,,,
cSH_tSW_UUC,0,0,0,1,1,1,1,0,0,0,,,
cSH_tSW_UUG,0,0,0,1,2,2,2,0,0,0,,,
cSH_tSW_UUU,0,4,0,1,1,1,1,32.61,40,0,,,
