cWW_tsS_GCG,1# ?
tWW_cSS_GCG,1

cWW_cHW_GCC,5
cWW_tHW_GCC,2
cWW_cHS_GCC,9
cWW_tHS_GCC,1
cWW_cSW_GCC,5
cWW_tSW_GCC,1
cWW_cSH_GCC,1
tSW_tHW_GCC,1

cWW_tHH_GCA,1
cWW_cHS_GCA,9
cWW_cSW_GCA,49
cWW_tSH_GCA,1
cWW_cSS_GCA,345
cWW_tSS_GCA,1 #?
tWW_tHH_GCA,2
cHW_cHS_GCA,3
tHH_tSS_GCA,4

cWW_cHW_GAU,1
tHW_cSS_GAU,4
tSW_tHW_GAU,7
tSW_tHS_GAU,1
tSW_tSW_GAU,4
tSH_cSW_GAU,2
tSH_cSS_GAU,7
tSH_tSS_GAU,2

cWH_tSS_GAG,1
tSH_cSS_GAG,25
tSH_tSS_GAG,73

cWW_cSS_GAC,4
tSW_cSH_GAC,3
tSH_cSS_GAC,69
tSH_tSS_GAC,17

cWW_cSS_GAA,2
cWW_tsS_GAA,1
tSW_tHW_GAA,14
tSW_cSW_GAA,1
tSH_cSS_GAA,6
tSH_tSS_GAA,3

cWW_tHW_CUU,1

cWW_cSW_CUA,2
cWW_tsS_CUA,1 #?
tSW_cSW_CUA,1

cWW_cHW_CGU,6
cWW_cSW_CGU,1
cWW_tSW_CGU,2
cWW_cSH_CGU,12
cWW_tSH_CGU,1
cWW_cSS_CGU,13
 
cWW_cHW_CGG,31
cWW_tHW_CGG,25
cWW_cHH_CGG,2
cWW_cHS_CGG,10
cWW_tHS_CGG,10
cWW_cSW_CGG,4
cWW_cSH_CGG,4
cWW_tSH_CGG,1
cWW_cSS_CGG,4
cWW_tsS_CGG,1 # ?
tWW_tHS_CGG,1

cWW_cHW_CGC,2
cWW_tHW_CGC,6
cWW_tHH_CGC,7
cWW_cSW_CGC,4
cWW_tSW_CGC,4
cWW_cSS_CGC,10
tWW_tSW_CGC,4
tWW_cSS_CGC,1

cWW_tHW_CGA,2
cWW_cHS_CGA,2
cWW_cSW_CGA,3
cWW_tSW_CGA,50
cWW_cSH_CGA,4
cWW_tSH_CGA,4
cWW_cSS_CGA,124
tWW_cSS_CGA,1
cSW_tSH_CGA,2
tWH_tSW_CGA,1

tHW_cSS_CCG,1

cSW_cHS_CCC,2

cSH_cSS_CCA,1

cWW_cHW_CAU,1
cSW_cHW_CAU,2
cSW_tHW_CAU,3
cSW_cHS_CAU,3
tWH_cSS_CAU,1
tSH_tSS_CAU,1

tWW_cHH_CAG,2
tWH_tSS_CAG,8
tSH_cSS_CAG,1
tSH_tSS_CAG,2

cWW_tHW_CAC,3
cSW_tSH_CAC,1
cSW_tSH_CAC,4
tWH_tSS_CAC,1
cSH_cSS_CAC,1
tSH_cSS_CAC,2
tSH_tSS_CAC,1


cWW_cSH_CAA,1
cSW_cHS_CAA,2

cWW_cHW_AUU,1
cWW_cSW_AUU,1
cHW_tHW_AUU,4
tHW_cHW_AUU,1
tHW_cSH_AUU,1

cWW_tHW_AUG,1
cWW_cHS_AUG,1
cWW_tHS_AUG,6
cWW_cSW_AUG,1
cWW_cSS_AUG,23
cHW_cHS_AUG,2
tHW_cHS_AUG,48
tHW_cSS_AUG,3

cWW_cSW_AUC,8
cWW_cSH_AUC,9
cWW_cSS_AUC,1
tHW_cSW_AUC,1
tSW_cSS_AUC,4

cWW_tHH_AUA,1
cWW_tHS_AUA,6
cWW_cSW_AUA,12
cWW_tSW_AUA,1
cWW_cSH_AUA,3
cWW_tSH_AUA,1
cWW_cSS_AUA,24
tWW_cSW_AUA,1
tWW_cSS_AUA,5
cHW_tHS_AUA,3
cHW_cSW_AUA,1
tHW_cSW_AUA,1
tHW_tSW_AUA,1
tHW_cSS_AUA,32

cWW_cHW_AGG,4
cWW_tSH_AGG,2
cWW_tsS_AGG,1 #?
tHH_tSS_AGG,1

cWW_tSW_AGA,2
cWW_cSS_AGA,1
cWW_tsS_AGA,1
cSW_tSH_AGA,1
cSH_tSH_AGA,1
cSH_tSS_AGA,3

tHW_tSW ACU,2

tHW_tHW_ACC,6
tHW_tSW_ACC,4
tHW_cSH_ACC,8

tHW_cSS_ACA,2

tWW_tHW_AAU,20
tWW_tHS_AAU,1
tWW_cSS_AAU,7
tHW_cSS_AAU,7
cSW_cHW_AAU,3
cSW_tHW_AAU,23
tWH_tSS_AAU,1
tHH_cSW_AAU,3
tHH_cSS_AAU,2

tWW_tHS_AAG,19
tWW_cSS_AAG,7
tHW_cSS_AAG,3
tWH_cSS_AAG,1
tWH_tSS_AAG,6
tHH_cSS_AAG,5
tHH_tSS_AAG,11
tSH_cSS_AAG,1
tSH_tSS_AAG,5

tWW_tHW_AAC,2
tWW_cSW_AAC,1
tWW_cSS_AAC,9
tHW_cSS_AAC,3
cSW_cSS_AAC,2
tWH_cSH_AAC,1
tWH_cSS_AAC,7
tWH_tSS_AAC,1
tHH_cSS_AAC,11
tHH_tSS_AAC,3
tSH_cSS_AAC,5

tWW_tHH_AAA,1
tWW_cHS_AAA,1
tWW_tSH_AAA,1
tWW_cSS_AAA,1
tHW_tHW_AAA,2
tHW_tSH_AAA,1
cSW_tSH_AAA,3
tWH_cSS_AAA,1
tWH_cSS_AAA,2
tHH_tSH_AAA,1
tHH_cSS_AAA,1
